source,target
ꢔ꣄ꢬꢲ ꢮꢶꢩꢵꢔ꣄,க்3ரஹ விபா4க்3
ꢮꢶꢰꢫ ꢱꢸꢗꢶꢒꣁ,விஷய ஸூசிகொ
ꢂꢥ꣄ꢡꢬ꣄ ꢬꢵꢙ꣄ꢙꢶ,அந்தர்ராஜ்ஜி
ꢥꢶꢮꢿꢰ꣄ꢫꣁ,நிவேஷ்யொ
ꢆꢡ꣄ꢦꢣ꣄,உத்பத்3
ꢆꢡ꣄ꢦꢵꢣꢥꣁ,உத்பாத3னொ
ꢤꢶꢞꢮꢵꢒ꣄,தி4ட3வாக்
ꢂꢖ꣄ꢔꢱ꣄ꢢꢸ,அங்க3ஸ்து2
ꢱꣁꢪ꣄ꢨꢸꢳꣁ,ஸொம்பு3ளொ
ꢮꢾꢡꢥꣁ,வேதனொ
ꢮꢵꢲꢥꣁ,வாஹனொ
ꢙꢵꢥ꣄ꢮꢵꢱ꣄,ஜான்வாஸ்
ꢱꣂꢩꢵꢫꢵꢡ꣄ꢬꣁ,ஸோபா4 யாத்ரொ
ꢏꢬꢵꢡ꣄,ஒராத்
ꢗꢸꢜ꣄ꢜꢸ,சுட்டு
ꢔꢶꢬꢵꢪ꣄ꢫꣁ,க்3ராம்யொ
ꢔꢵꢪꢠ꣄ꢗꢥ꣄,கா3மண்சன்
ꢱꢛ꣄ꢗꢵꢬꢸ ꢥꢰꢿꢤꢥꣁ,ஸஞ்சாரு நிஷேத4னொ
ꢦꢠꢖ꣄ꢗꢵꢫꢡ꣄ ꢬꢵꢙ꣄ꢙꢶ,பஞ்சாயத் ராஜ்ஜி
ꢦꢖ꣄ꢗꢵꢫꢡꢕꢿꢬ꣄,பஞ்சாயதுகே4ர்
ꢨ꣄ꢬꢰ꣄ꢜꢵꢗꢵꢬ꣄,ப்3ரஷ்டாசார்
ꢪꢭꢶꢥꢵꢗꢵꢬ꣄,மலினாசார்
ꢱꢿꢮꣁ,ஸேவொ
ꢱꢿꢮꢒꣁ,ஸேவகொ
ꢱꢿꢮꣁ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,ஸேவொ கெர்னார்
ꢱꢖ꣄ꢓ꣄ꢫꢵꢦꣁꢭ꣄ꢒꣁ,ஸங்க்2யா பொல்கொ
ꢮꢶꢩꢒ꣄ꢰꢸ,விப4க்ஷு
ꢡꣂꢒ꣄ꢱꢥꢶ,தோக்ஸனி
ꢦ꣄ꢬꢡꢷꢒ꣄ꢰꣁ,ப்ரதீக்ஷொ
ꢦ꣄ꢬꢡꢶꢤ꣄ꢮꢥꢶ,ப்ரதி த்4வனி
ꢦ꣄ꢬꢡꢶꢗꢵꢫꢵ,ப்ரதிஸாயா
ꢦ꣄ꢬꢡꢶ ꢨꢶꢪ꣄ꢨꢸ,ப்ரதி பி3ம்பு3
ꢍꢒꢵꢤꢶꢦꢡꢶ,ஏகாதி4பதி
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬꢶ,ஸ்வேச்சாசாரி
ꢌꢭ꣄ꢔꢾ,எல்கெ3
ꢂꢣ꣄ꢣꢸ,அத்3து3
ꢱꢷꢪꣁ,ஸீமொ
ꢱꢷꢪꢵ ꢡꢾꢔꢸꢬꢵꢭ꣄,ஸீமா தெகு3ரால்
ꢂꢣ꣄ꢣꢸ ꢡꢾꢔꢸꢬꢵꢭ꣄,அத்3து3 தெகு3ரால்
ꢭꢶꢦꢶꢒꣁ,லிபிகொ
ꢔꢸꢪꢱ꣄ꢡꣁ,கு3மஸ்தொ
ꢗꢾꢣꢸꢮꢸ ꢛꢵꢥ꣄,செது3வு ஞான்
ꢭꢿꢓꢥꢱꢵꢪꢔ꣄ꢬꢶ,லேக2ன ஸாமக்3ரி
ꢭꢿꢓꢮꢱ꣄ꢡꢸ,லேக2வஸ்து
ꢌꢙꢪꢵꢥ꣄,எஜமான்
ꢪꣁꢣ꣄ꢬꢳꢶ,மொத்3ரளி
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬ꣄,ஸ்வேச்சாசார்
ꢱꢬ꣄ꢮꢵꢡꢶꢒꢵꢬꢶ,ஸர்வாதிகாரி
ꢂꢥꢸꢒ꣄ꢬꢪꣁ,அனுக்ரமொ
ꢱ꣄ꢮꢷꢒꢵꢬ꣄,ஸ்வீகார்
ꢏꢦ꣄ꢦꢶꢭ꣄ꢥꢶ,ஒப்பில்னி
ꢆꢖ꣄ꢗ ꢓꢵꢭ꣄,உஞ்ச கா2ல்
ꢲꢶꢖ꣄ꢔꢵꢮ꣄,ஹிங்கா3வ்
ꢥꢶꢬ꣄ꢫꢵꢡ꣄,நிர்யாத்
ꢲꢶꢖ꣄ꢔꢵꢜ꣄,ஹிங்கா3ட்
ꢎꢒ꣄ꢫ ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,ஐக்ய ராஷ்ட்ர ஸம்ஸ்தான்
ꢎꢒ꣄ꢫ ꢂꢔ꣄ꢬꢠꢶ,ஐக்ய அக்3ரணி
ꢣꣁꢦ꣄ꢦꢵ ꢢꣁꢮ꣄ꢥꢶ,தொ3ப்3பி3 தொ2வ்னி
ꢱꢲꢫꣂꢔ꣄,ஸஹயோக்3
ꢮꢶꢩꢵꢙꢥꣁ,விபா4ஜனொ
ꢦꢬꢮꢱꣁ ꢒꢾꢬ꣄ꢥꢶ,பரவஸொ கெர்னி
ꢏꢦ꣄ꢦꢥ꣄ꢣ ꢱꢹꢗꢥꣁ,ஒப்பந்த3ஸூசனொ
ꢏꢦ꣄ꢦꢥ꣄ꢣꢪ꣄,ஒப்பந்த3ம்
ꢲꢵꢡꢸ ꢂꢒ꣄ꢰꢬ꣄,ஹாது அக்ஷர்
ꢱ꣄ꢮꢷꢒꢬ꣄ꢥꢶ,ஸ்வீகர்னி
ꢦ꣄ꢬꢵꢦ꣄ꢡꢶ ꢱꢖ꣄ꢔꢶꢥꢶ,ப்ராப்தி ஸங்கி3னி
ꢭꢿꢡꢥꢶ,லோதனி
ꢎꢒ꣄ꢫ ꢩꢵꢮꢥꣁ,ஐக்ய பா4வனொ
ꢥꢶꢫꢪꣁ,நியமொ
ꢤꣁꢥꢶꢥꢾꢬ꣄ꢦꢶꢥꢶ,தொ4னிநெர்பினி
ꢤꣁꢥꢶ ꢦ꣄ꢬꢱꢵꢬ꣄,தொ4னி ப்ரஸார்
ꢬꢹꢦꢸ ꢥꢾꢬ꣄ꢦꢶꢥꢶ,ரூபுநெர்பினி
ꢬꢹꢦꢸ ꢦ꣄ꢬꢱꢵꢬ꣄,ரூபு ப்ரஸார்
ꢭꢸꢔ꣄ꢙꢵꢥꢶ,லுக்ஜானி
ꢔꢸꢦ꣄ꢡꢗꢵꢬꢶ,கு3ப்தசாரி
ꢔꢸꢦ꣄ꢡꣁ,கு3ப்தொ
ꢔꢸꢞꢵꢗꢵꢬꢶ,கு3டா3சாரி
ꢒꢸꢣ꣄ꢮꣁ,குட்ரொ
ꢗꢖ꣄ꢔꢪ꣄,ஸங்க3ம்
ꢮꢵꢒ꣄,வோட்
ꢪꢡꢣꢵꢥ꣄,மததா3ன்
ꢮꢵꢔ꣄ꢣꢵꢥ꣄,வாக்3தா3ன்
ꢮꢵꢒ꣄ ꢨꢵꢡ꣄ꢫꣁ,வாக்பா3த்யொ
ꢮꢶꢱ꣄ꢬꢵꢥ꣄ꢡꢶ,விஸ்ராந்தி
ꢮꢶꢬꢡꢶ,விரதி
ꢒꢒ꣄ꢰꢶ,கக்ஷி
ꢱꢸꢭ꣄ꢒꢪ꣄,ஸுல்கம்
ꢣꢬꣁ,த3ரொ
ꢪꣂꢭ꣄,மோல்
ꢒꢾꢜ꣄ꢜꣁ,கெட்டொ
ꢙꢭ ꢱꢿꢥꣁ,ஜல ஸேனொ
ꢬꢷꢠ꣄,ரீண்
ꢬꢷꢠꢸꢩꢵꢬ꣄,ரீணுபா4ர்
ꢱꢾꢮ꣄ꢒꢥ꣄,ஸெவ்கன்
ꢔꢮꢸꢛ꣄ꢙꢶ ꢔꢮꢸꢛ꣄ꢙꢸꢥꢵꢬ꣄,க3வுஞ்ஜி
ꢥꢶꢬꢷꢰꢠꣁ,க3வுஞ்ஜுனார்
ꢭꢴꢾꢒꢒꣀꢡ꣄,லெ:க்கைத்
ꢭꢴꢾꢒ꣄ꢒꣁ ꢲꢾꢞ꣄ꢠꢶ,லெ:க்கொ ஹெட்3ணி
ꢔꢠꢥꣁ,க3ணனொ
ꢔꢠꢶꢠꢶ,க3ணிணி
ꢲꢷꢱꢸꢥꢿꢭ꣄,ஹீஸுநேல்
ꢭꢴꢾꢒ꣄ꢒꢥꢶ,லெ:க்கனி
ꢨꢥ꣄ꢤꢸ,ப3ந்து4
ꢂꢩꢶꢦ꣄ꢬꢵꢫ,அபி4ப்ராயு
ꢇꢲꣁ,ஊஹொ
ꢇꢲꢥꣁ,ஊஹனொ
ꢭꢴꢾꢒ꣄ꢒꢵꢮ꣄,லெ:க்காவ்
ꢦꣁꢒ꣄ꢒꢶꢰꢪ꣄,பொக்கிஷம்
ꢮꢶꢡ꣄ꢡꢒꣂꢰ꣄,வித்தகோஷ்
ꢮꢶꢣ꣄ꢫꢵ ꢪꢥ꣄ꢡ꣄ꢬꢶ,வித்3யா மந்த்ரி
ꢮꢶꢣ꣄ꢫꢵ ꢮꢶꢩꢵꢔ꣄,வித்3யாவிபா4க்3
ꢪꢶꢱ꣄ꢬꢠꣁ,மிஸ்ரணொ
ꢪꢶꢱ꣄ꢡ ꢙꢵꢡ꣄,மிஸ்ரஜாத்
ꢆꢣꢵꢱꢷꢥ꣄,உதா3ஸீன்
ꢆꢦꢾꢒ꣄ꢰꣁ,உபேக்ஷொ
ꢱꢩꣁ,ஸபொ4
ꢱꢪ꣄ꢱ꣄ꢢꢵꢥ꣄,ஸம்ஸ்தா2ன்
ꢩꢶꢞ꣄ꢠꢶ,பி4ட்3ணி
ꢤꢵꢡꢸ,தா4து
ꢓꢙꢵꢥꣁ,க2ஜானொ
ꢲꢥ꣄ꢥꢮꢸ ꢦꢡꢡ꣄ꢬ꣄,ஹன்னவு பத்தர்
ꢬꢰꢠꢒꢬ꣄ꢥꢶ,ரக்ஷணகர்னி
ꢬꢰꢠ ꢩꢬ꣄ꢡꢶ,ரக்ஷணப4ர்தி
ꢪꢸꢱꢶꢥꢶ,முஸினி
ꢦꣁꢭꢶꢱ꣄ꢥꢶꢬꢷꢒ꣄ꢱꢒꣁ,பொலிஸ்நிரீக்ஷகொ
ꢢꢵꢠꢵ ꢥꢶꢬꢶꢒ꣄ꢰꢒꣁ,தா2ணா நிரிக்ஷகொ
ꢬꢴꢒ꣄ꢒꣀꢡ꣄,ர:க்கைத்
ꢬꢴꢒ꣄ꢒꢸꢮꢵꢥ꣄,ர:க்குவான்
ꢢꢵꢠꢵꢮꢶꢩꢵꢒ꣄,தா2ணாவிபா4க்
ꢢꢠꢫ꣄ꢡꢸ,த2ணய்து
ꢒꢶꢞ꣄ꢞꢖ꣄ꢒꢶ,கி3ட்3ட3ங்கி3
ꢥꢴꢥꢦꣁꢬ꣄ꢱꢾ,ந:ன்பொர்ஸெ
ꢥꢴꢥ꣄ꢔꢵꢪ꣄,ந:ன் கா3ம்
ꢥꢴꢥ꣄ ꢦꣁꢜ꣄ꢒ꣄ꢫꢵꢜ꣄,ந:ன் பொட்க்யாட்
ꢔꢠ ꢡꢥ꣄ꢡ꣄ꢬꢸ,க3ண தந்த்ரு
ꢔꢠ ꢬꢵꢙ꣄ꢫꢸ,க3ண ராஜ்யு
ꢦ꣄ꢬꢙꢵ ꢦ꣄ꢬꢩꢸꢡ꣄ꢮꣁ,ப்ரஜா ப்ரபு4த்வொ
ꢙꢥꢵꢡꢶꢦꢡꢶ,ஜனாதிபதி
ꢦ꣄ꢬꢙꢵ ꢨꢵꢡ꣄ꢫꢸ,ப்ரஜாபா3த்யு
ꢥꢵꢔꢬꢶꢒꢡꣁ,நாக3ரிகதொ
ꢒꢸꢜꢸꢪ꣄ꢨ ꢥꢶꢬꣂꢡ꣄,குடும்ப3நிரோத்4
ꢒꢸꢜꢸꢪ꣄ꢨ ꢒ꣄ꢰꢿꢪ ꢮꢶꢩꢵꢔ꣄,குடும்ப க்ஷேம விபா4க்3
ꢏꢡ꣄ꢡꢶ,ஒத்தி
ꢔꢸꢪ꣄ꢱ꣄ꢡꣁ,கு3மஸ்தொ
ꢔꢸꢪ꣄ꢦꢸ,கு3ம்பு
ꢂꢦꢬꢵꢤ꣄,அபராத்4
ꢘꢸꢒ꣄ꢕꢭ꣄ꢥꢶ,சூக் க4ல்னி
ꢗꢶꢥ꣄ꢲꢸꢥ꣄,சின்ஹுன்
ꢔꢸꢬ꣄ꢡꢸꢥ꣄,கு3ர்துன்
ꢱꢶꢥ꣄ꢡꢸꢱꢖ꣄ꢓ꣄ꢫꣁ,கு3ர்து ஸங்க்2யொ
ꢱꢶꢥ꣄ꢲꢸ,சின்ஹு
ꢔꢸꢬ꣄ꢡꢸ,கு3ர்து
ꢆꢥ꣄ꢥ ꢦꣁꢞꢾꢫꣁ,உன்ன பொடெ3யொ
ꢆꢥ꣄ꢥ ꢦꢒ꣄ꢯꢸ,உன்ன பக்ஷு
ꢦꢒ꣄ꢯ ꢎꢒ꣄ꢫꢡꣁ,பக்ஷ ஐக்யதொ
ꢪꢹꢔꣁ,மூகொ3
ꢔꢸꢪ꣄ꢦꢸꢪꢶꢳ꣄ꢥꢶ,கு3ம்பு
ꢪꢶꢳ꣄꣄ꢠꢶ,மிள்னி
ꢪꢔꢶꢥꢶ,மகி3னி
ꢓꢿꢭꢸ ꢒ꣄ꢬꢶꢫꣁ,கே2ளு க்ரியொ
ꢪꢥꣂꢬꢛ꣄ꢙꢥ꣄,மனோரஞ்ஜன்
ꢲꢵꢡꢸ ꣄ꢪꢔꣁ,ஹாதுமகொ3
ꢩꢥ꣄ꢣꢶ,ப3ந்தி3
ꢡꢸꢰ꣄ ꢦ꣄ꢬꢫꣂꢔ꣄,து3ஷ்ப்ரயோக்3
ꢬꢷꢠꢸꢨꢥ꣄ꢣꢶ,ரீணுப3ந்தி3
ꢤꣁꢙ꣄,தொ4ஜ்
ꢤꣁꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,தொ4ஜ ஸ்த2ம்பு3
ꢭꢒ꣄ꢰ꣄ꢫꢸ,லக்ஷ்யு
ꢤ꣄ꢫꢿꢫꢸ,த்4யேயு
ꢣꢸꢬꢸꢔ꣄,து3ருக்3
ꢱꢶꢣ꣄ꢣꢵꢥ꣄ꢡꢸ,ஸித்3தா3ந்து
ꢒꣂꢠ꣄,கோண்
ꢒꣁꢥꣁ,கொனொ
ꢣ꣄ꢬꢸꢰ꣄ꢜꢶꢒꣂꢠ꣄,த்3ருஷ்டிகோண்
ꢦꣁꢪꢜ꣄,பொமட்
ꢪꢒꢶꢥꢶ,மகி3னி
ꢒꣁꢬꢶ,கொரி
ꢮꢬ꣄ꢔꢸ,வர்கு3
ꢔꣂꢰ꣄ꢜꢶ,கோ3ஷ்டி
ꢗꢒ꣄ꢬꢮꢬ꣄ꢡ꣄ꢡꢶ,சக்ரவர்த்தி
ꢩꣀ-ꢩꢾꢫ꣄ꢥꢥꢸꢦꢥ꣄,பை4-பெ4ய்னனுபன்
ꢱꢖ꣄ꢔꢪ꣄,ஸங்க3ம்
ꢱꢖ꣄ꢕꣁ,ஸங்கொ4
ꢱꢜ꣄ꢜꢱꢩꣁ,ஸட்டஸபொ4
ꢮꢶꢤꢵꢥ꣄ ꢱꣃꢤꣁ,விதா4ன் ஸௌதொ4
ꢮꢶꢤꢵꢥꢸ ꢱꣃꢤꣁ,விதா4னு ஸௌதொ4
ꢮꢶꢤꢵꢥ꣄ ꢱꢩꣁ,விதா4ன் ஸபொ4
ꢱꢵꢱꢥꢪꢬ꣄ꢗꢶꢥꢶ,ஸாஸனமர்சினி
ꢱꢵꢱꢥ ꢡꢶꢣ꣄ꢡꢸꢮꢳꢶꢶ,ஸாஸன தித்3துவளி
ꢱꢵꢱꢥ ꢱꢹꢤꢵꢬ꣄,ஸாஸன ஸுதா4ர்
ꢮꢶꢤꢵꢥ꣄,விதா4ன்
ꢱꢜ꣄ꢜꢱ꣄ꢩꣁ,ஸட்டஸபொ4
ꢱꢡ꣄ꢫꢵꢔ꣄ꢬꢲꣁ,ஸத்யாக்3ரஹொ
ꢱꢾꢡ꣄ꢡꢬ꣄,ஸெத்தர்
ꢱꢡꢶ,ஸதி
ꢱꢩꢵꢥꢵꢫꢒꣁ,ஸபா4நாயகொ
ꢱꣁꢪ꣄ꢦꢸꢳꢵ ꢗꢾꢜ꣄ꢥꢶ,ஸொம்பு3ளாசெட்னி
ꢦꢔꢵꢬ꣄,பகா3ர்
ꢱꢪꢵꢥꢸꢦꢥ꣄,ஸமானுபன்
ꢱꢵꢪꢵꢣꢵꢥ꣄,ஸமாதா4ன்
ꢱꢪꢸꢣꢵꢫ꣄,ஸமுதா3ய்
ꢱꢪꢹꢲꢸ,ஸமூஹு
ꢱꢬ꣄ꢮꢵꢤꢶꢒꢵꢬ꣄,ஸர்வாதி4கார்
ꢱꢬ꣄ꢮꢵꢤꢶꢒꢵꢬꢶ,ஸர்வாதி4காரி
ꢬꢪꢵꢬꢪꢶ,ரமாரமி
ꢱꢾꢭ꣄ꢒꢾ,ஸெல்கெ
ꢱꢲꢵꢮꢸ,ஸஹாவு
ꢱꢵꢤꢥꣁ,ஸாத4னொ
ꢆꢦꢭꢨ꣄ꢤꢶ,உபலப்3தி4
ꢭꢨꢶꢛ꣄ꢗꢶꢥꢶ,லபி3ஞ்சினி
ꢱꢪ꣄ꢱ꣄ꢫꣁ,ஸமஸ்யொ
ꢦ꣄ꢬꢱ꣄ꢥꣁ,ப்ரஸ்னொ
ꢆꢥ꣄ꢥꢮꢿꢱ꣄,உன்னவேஸ்
ꢱꣁꢜ꣄ꢜꢸ,ஸொட்டு
ꢮꢶꢒꢵꢬ꣄,விகார்
ꢥꢱꢶꢥꢪ꣄,நஸினம்
ꢱꢶꢡꢶꢭ꣄,ஸிதில்
ꢱꢸꢨꢬ꣄ꢗꢶ,ஸுப3ர்சி
ꢱꢶꢪ꣄ꢲꢵꢱꢥꣁ,ஸிம்ஹாஸனொ
ꢱꢶꢪ꣄ꢲꢹ ꢃꢱꢥꣁ,ஸிம்ஹு ஆஸனொ
ꢂꢭ꣄ꢦ ꢱꢖ꣄ꢓꢫꣁ,அல்ப ஸங்க2யொ
ꢥꢴꢥ꣄ꢥ ꢣꢵꢮꣁ,ந:ன்தா3வொ
ꢒꢵꢬꢵꢔ꣄ꢬꢆ,காராக்3ரஹு
ꢙꢾꢫꢶꢭ꣄,ஜெயில்
ꢗꢶꢥ꣄ꢲꢸ,சின்ஹு
ꢮꢵꢒ꣄ꢒꢸꢗꢷꢜ꣄,வாக்கு சீட்
ꢱꢸꢒꢬ꣄ꢠꢶ,ஸுகர்ணி
ꢱꢸꢤꢵꢬ꣄,ஸுதா4ர்
ꢱꢪꢬꢹꢦ ꢮꢱ꣄ꢡꢬ꣄,ஸமரூப வஸ்தர்
ꢱꢸꢡꢥ꣄ꢣꢬꢸ,ஸுதந்த்3ரு
ꢣꢸꢰ꣄ꢦ꣄ꢬꢫꣁꢒ꣄,து3ஷ்ப்ரயோக்
ꢱꢖ꣄ꢒ꣄ꢯꢾꢦꢸ,ஸங்க்க்ஷேபு
ꢩꢷꢡꢸꢬ꣄ ꢣꢾꢮ꣄ꢱꢶꢥꢶ,பீ4துர் தெ3வ்ஸினி
ꢗꢸꢜ꣄ꢜꢸꢬ꣄ ꢒꢳꢞ꣄ꢠꢶ,சுட்டுர் களட்3ணி
ꢦꢬꢶꢦꢡ꣄ꢡꢬ꣄,பரிபத்தர்
ꢪꢬꢵꢪꢡ꣄ꢡꢸ,மராமத்து
ꢱꢸꢤꢬꢠꣁ,ஸுத4ரணொ
ꢗꢪ꣄ꢱ꣄ꢒꢬꢠꣁ,சம்ஸ்கரணொ
ꢱꢹꢗꢥ ꢮꢶꢩꢵꢔ꣄,ஸூசன விபா4க்3
ꢱꢪꢵꢗ꣄ꢗꢵꢬꢸ ꢮꢶꢩꢵꢔ꣄,ஸமாச்சாரு விபா4க்3
ꢱꢗꢶꢮꢵꢭꢫꣁ,ஸசிவாலயொ
ꢒꢵꢬ꣄ꢫꢣꢬ꣄ꢱꢶ,கார்யத3ர்ஸி
ꢨ꣄ꢬꢩꢵꢮ꣄,ப்ரபா4வ்
ꢮꢿꢱꢸꢥ꣄,வேஸுன்
ꢮꢿꢱ,வேஸ்
ꢣꢾꢜ꣄ꢜꢸ,தெ3ட்டு
ꢒ꣄ꢯꢡꢶ,க்ஷதி
ꢱꢿꢡꢵꢬꢪ꣄,சேதாரம்
ꢆꢬꢵꢮ,உராவ்
ꢱꢿꢥꢵꢤꢶꢦꢡꢶ,ஸேனாதி4பதி
ꢱꢫ꣄ꢒꢥꣁ,ஸய்கனொ
ꢱꢪꢶꢙ꣄ꢛꢸ,ஸமிஜ்ஞொ
ꢱꣁꢡ꣄ꢡꢸ,ஸொத்து
ꢮꢶꢮꢵꢡ꣄,விவாத்
ꢡꢾꢔꢸꢬꢵꢭ꣄,தெகு3ரால்
ꢫꣂꢔ꣄ꢫꢡꣁ,யோக்3யதொ
ꢭꢵꢔꢶꢡꣁ,லாகி3தொ
ꢜꢖ꣄ꢒꢠꢒꢬ꣄ꢡꣁ,டங்கணகர்தொ
ꢪꢵꢬ꣄ꢔꢸ,மார்கு3
ꢃꢞ꣄ꢞꢪꢸꢥ꣄,அட்3ட3முன்
ꢂꢞ꣄ꢞꢶꢥ꣄,அட்3டி3ன்
ꢨꢵꢤꢵꢥ꣄,பா3தா4ன்
ꢣꢠ꣄ꢞꢠꣁ,த3ண்ட3ணொ
ꢱꢾꢬ꣄ꢒꢬꢥꢶ,ஸெர்கர:னி
ꢭꢾꢓ꣄ꢒꣁ,லெக்2கொ
ꢭꢴꢾꢒ꣄ꢒꢵ ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ,லெ:க்கா நிரீக்ஷனொ
ꢭꢴꢾꢒ꣄ꢒꢵ ꢱꣂꢤꢥꣁ,லெ:க்கா ஸோத4னொ
ꢡꢾꢬꢒꢸ ꢲꢥ꣄ꢥꢮ꣄,தெரகு ஹன்னவ்
ꢦꢒꢰꢮꢵꢥꢸꢥ꣄,பக்ஷவானுன்
ꢱ꣄ꢬꢿꢠꢶ,ஸ்ரேணி
ꢆꢥ꣄ꢥꢡꢶ,உந்நதி
ꢮꢶꢬ꣄ꢡꢵ ꢩꢸꢛꢶ,விர்தாபு4ஞி
ꢥꢶꢱ꣄ꢡ ꢩꢸꢄ~,நிஸ்த பு4இ~
ꢣꢳꢦꢳꣁ,த3ளபளொ
ꢣꢳ ꢱꢾꢥꣁ,த3ள ஸேனொ
ꢦꢣ ꢱꢿꢥꣁ,பத3ஸேனொ
ꢬꢵꢙꢤꢵꢥꢶ,ராஜதா4னி
ꢂꢔ꣄ꢬꢵꢱꢥꢸꢦꢥ꣄,அக்3ராஸனுபன்
ꢂꢔ꣄ꢬꢵꢱꢥꣁ,அக்3ராஸனொ
ꢂꢔ꣄ꢬꢵꢱꢥꢵꢤꢶꢦꢡꢶ,அக்3ராஸனாதி4பதி
ꢬꢶꢨꢾꢜ꣄,ரிபே3ட்
ꢣꣁꢦ꣄ꢨꢶꢣꢾꢥꢶ,தொ3ப்பி3தெ3னி
ꢆꢥ꣄ꢥ ꢒꢾꢬ꣄ꢥꢶ,உன்ன கெர்னி
ꢆꢦꢒꢬꢠꣁ,உபகரணொ
ꢱ꣄ꢮꢫ ꢂꢟꢶꢒꢵꢬ꣄,ஸ்வய அதி4கார்
ꢱ꣄ꢮꢗꢭ꣄ꢥꢶ,ஸ்வசல்னி
ꢏꢠ꣄ꢜꢶꢫꢵꢳ꣄,ஒண்டியாள்
ꢏꢠ꣄ꢜꢮ꣄ꢫꢒ꣄ꢡꢶ,ஒண்டவ்யக்தி
ꢪꢵꢬ꣄,மார்
ꢪꢵꢡ꣄ꢬꢸ ꢩꢵꢰꣁ,மாத்ரு பா4ஷொ
ꢫꣂꢙꢥꢵ ꢃꢫꣂꢔ꣄,யோஜனா ஆயோக்3
ꢫꣂꢙꢥꣁ,யோஜனொ
ꢡꢶꢠ꣄ꢗꢶꢥꢶ,திண்சினி
ꢂꢤꢶꢬꣂꢦꢠꣁ,அதி4ரோபணொ
ꢣꢶꢮꢵꢭ꣄,தி3வால்
ꢤꢶꢮꢵꢥ꣄,தி4வான்
ꢆꢔ꣄ꢬꢮꢵꢡꢶ,உக்3ரவாதி
ꢡꢶꢬ꣄ꢪꢵꢥ꣄,திர்மான்
ꢥꢶꢬ꣄ꢠꢫꣁ,நிர்ணயொ
ꢡꢷꢬ꣄ꢮꣁ,தீர்வொ
ꢆꢦꢬꢵꢰ꣄ꢜ꣄ꢬꢦꢡꢶ,உபராஷ்ட்ரபதி
ꢆꢦꢮꢶꢢꢶ,உபவிதி4
ꢥꢶꢬ꣄ꢪꢭꢶꢒꢬꢠꣁ,நிர்மலிகரணொ
ꢱꢸꢣ꣄ꢤꢶ ꢦꢵꢭꢥꣁ,ஸுத்3தி4 பாலனொ
ꢡꢵꢬꢸ ꢬꢾꢪ꣄,தாரு ரேம்
ꢥꢵꢮꢸꢬꢾꢪ꣄,நாவுரேம்
ꢥꢮ꣄ꢒꢵ ꢬꢿꢪ꣄,நவ்கா ரேம்
ꢣꢸꢡꢥꢶꢮꢵꢱ꣄,தூ3த நிவாஸ்
ꢣꢹꢡꣁ,தூ3தொ
ꢦꢬꢶꢱꢸꢣ꣄ꢤꢶ,பரிஸுத்3தி4
ꢥꢶꢳ꣄꣄ꢗꢶꢥꢶ,நிள்சினி
ꢣꢾꢱꢩꢒ꣄ꢡꣁ,தே3ஸப4க்தொ
ꢣꢿꢱꢩꢒ꣄ꢡꢶ,தே3ஸப4க்தி
ꢬꢵꢰ꣄ꢜ꣄ꢬꢸ,ராஷ்ட்ரு
ꢣꢾꢱꢸ,தே3ஸு
ꢬꢵꢰ꣄ꢜ꣄ꢬꢚꢠ꣄ꢞꢵꢮ꣄,ராஷ்ட்ரஜ2ண்டா3வ்
ꢬꢵꢰ꣄ꢜ꣄ꢬꢔꢵꢥꢪ꣄,ராஷ்ட்ரகா3னம்
ꢣꢾꢱꢸꢔꢷꢡ꣄,தே3ஸுகீ3த்
ꢬꢵꢰ꣄ꢜ꣄ꢬꢩꢵꢰꣁ,ராஷ்ட்ரபா4ஷொ
ꢗꢸꢥꢵꢮ꣄,சுனாவ்
ꢥꢶꢬ꣄ꢮꢵꢗꢥ꣄,நிர்வாசன்
ꢦꢙꢾꢥ꣄ꢡꣁ,பஜெந்தொ
ꢥꢶꢬ꣄ꢮꢵꢗꢥꢸ ꢩꢵꢔ꣄,நிர்வாசனு பா4க்3
ꢱꢖ꣄ꢒꢭꢥꢒꣁ,ஸங்கலனகொ
ꢮ꣄ꢫꢵꢱꢶꢒꢬ꣄ꢡꣁ,வ்யாஸிகர்தொ
ꢱꢖ꣄ꢒꢭꢥꣁ,ஸங்கலனொ
ꢮ꣄ꢫꢵꢱ꣄,வ்யாஸ்
ꢬꣁꢒ꣄ꢒꢪ꣄,ரொக்கம்
ꢤꢥꢬꢵꢯꢶ,த4னராஶி
ꢣꢹꢬ ꣄ꢭꢶꢓ꣄ꢥꢶ,தூ3ர்லிக்2னி
ꢒꢵꢬ꣄ꢫꣁ,கார்யொ
ꢒꢵꢪ꣄,காம்
ꢒꢵꢬ꣄ꢫꢮꢵꢥ꣄,கார்யவான்
