se'gun,omen
samskaar,ceremony
sirkkanu ambil,sandal paste
preduk gad'ni,burial
pre't tho'van sthaan,mortuary
pre'dupo'llam,the pit where the burial is done
pre'du garto',the pit where the burial is done
pre'dupe'd'i,coffin
bho'rani,a small container
sindam,ceremony for the pregnant woman
sigram,money and new vessels given to the bridegroom on festival days by his parents in law
po'lo',A cup like container
nyaanasnaan,baptism
dahano',funeral
takshno',offering to the elders
tampati,couple
le'chche',talisman
do'rim bo't't'u,an ornament worn by women signifying that they are married and their husband is alive
maangalyu,an ornament worn by women signifying that they are married and their husband is alive
bo't't'u bhandi,Tying of tali
ho'raat'u sigram,wedding gift
ho'raat'u bho'gumaani,wedding gift
ho'raat'u mandap,building where marriage ceremonies are conducted
tinnaal',festival/function
supa vaibhav,festival/function
se'nnu,festival
vaibhav,festival
tinnaal',festival
re'ttuse'nnu,car festival of a temple
bhind'ini,"faith, belief"
no'mke',"faith, belief"
svaagato',welcome
tut'yaanu ho'raat',Muslim marriage
ghe't't'ivid'o',betrothel ceremony
des,betrothel ceremony
banaal,crackers
po't't'aas,crackers
samskri'ti,culture
mavd'o',pandal
paati,a row of people sitting/standing
pankti,a row of people sitting/standing
bho'gumaan,gift
bo'li,sacrifice
rojaa phoolupani,rose water
panneer khumbaav,rose water container to spray
paad'o',bamboo stretcher to carry a corpse
doota hunno' ke'raste',the milk boiling ceremony in house warming
doot tavaste',the milk boiling ceremony in house warming
pind'u,the lump of food offered to the dead
uje'divas,birth day
uje' dinnu,birth day
phoolu muggu,floor decoration with flowers
gri'ha praves,the house warming ceremony
puro'hit,priest
pure't,priest
pujari,priest
chaalu vise'sh,the celebration on attaintment of puberty by girls
be't'ki saaste',seeing the girl to fix for the marriage
naamagarano',naming ceremony
se't't'i,naming ceremony
ho'raat'umavd'o',marriage pandal
no'vri,bride
no'vro',bridegroom
ho'raat'u haara,marriage garland
ho'raat'u peet'ham,marriage platform
paddadi,tradition
vatke',tradition
punarje'nmu,re-birth
peed'umuggu,floor decoration with rice floor
haarphirighallini,exchanging garlands in marriage
maalo' machchulaste',exchanging garlands in marriage
paai~ muddi,silver rings put to the second toe of a bride
vinchu bo't't'u,silver rings put to the second toe of a bride
ke'nnal,offering money to the bride/bridegroom by relatives and friends
muddimarchulaste',exchange of rings during marriage or prior to it
mhoortu,the auspicious time
le'gin,the auspicious time
mhud'abind'ini,superstition
svaagad,reception
kaino' phirad'ni,bangle wearing ceremony of pregnant woman
tandu taini,putting rice to the mouth of the dead
nandini,"blessing, greeting"
jo'man,feast
vaibhav,"ceremony, function, festival"
go'ru ud'ganni,Bull fight
jar,horoscope
tke'm paan,horoscope
ad'umool',tap root
rek,petal
dal'o',petal
paan,leaf
paanune'ram,leaf venation
ge'nuk,node
layd'o',stick
lagud'o',stick
nhan jhat'ki,sapling
po'l'l'o',fruit
pal'l'o',fruit
kaambu,flower stalk
taan,flower stalk
kaylo',unripe fruit
ge'jjanaa jhaat',mushroom
shaago',branch
bhajji,"greens, pot herbs"
ko'mbul'o' paan,tender leaf
po'ske',bush
gul'mo',bush
vittu,nut
beek,nut
jhal'l'o',creeper
vel,creeper
ko'mmo',Branch
se'kkar ke'l'angu,sweet potato
gon,jute
taatumool',fibrous root
che'tto',twig
jhat'ki,plant
bo'nde,plantain stem
khat't'i,"stalk, stem"
mukulu paan,tender leaf
chikur,tender leaf
ankur,tender leaf
tho'l'chi,basil plant
chaaypaan,tea leaf
t'ee paan,tea leaf
may,honey
madhu,honey
te'ne',honey
de'jjanaajhaat',mushroom
satijaad',mushroom
naat,seedling
peejaankur,seedling
dhoompaan,stalk
saal'u pe'yir,paddy plant
saal'u upajaav,paddy plant
pe'yir pant'o',paddy plant
upajaav,crop
baanji,moss
pindo',tender fruit
be'ttam val't'i,cane
po'dar,bush
po'ske',grass
haral'i,scutch grass
phul,flower
phuli jhat'ki,flower plant
aal'vani ke'l'angu,tapioca
khat'o',thorn
mo'lko',sprout
ankro',sprout
bo'ngu,bamboo
mugul,bud
mool'uke'l',plantain root
kel'u jhaad',plantain
vittu,seed
beek,seed
mool,root
umbl'aa jhaat',fig tree
pimpal jhaat',pipal tree
od'a jhaat',banyan tree
musund'ijhaat',rosewood
jhanni,broom
limbu,lemon
parund'o',coconut leaf
pikke' ve'nnu,ear of crops
happalujhaat',arecanut tree
virtaavu po'ske',weed
ke'rpaavu paan,curry leaf
saakho',branch
imbul'o',guava
raanu ul'aa phool,cassia fistula
naral'u naar,fibre of coconut
makaranta kho'lt'i,reproductive parts of a flower
layd'o',log of wood
dhe'yl'o',stalk
naral'u jhaaaat',coconut tree
tekku jhaat',teak wood
do'vd'o',"skin,"
valkalo',bark
pat't'e',bark
je'mpu jhaat',blackberry tree
ambul'aa jhaat',gooseberry tree
pappaal'ii jhaat',papaya tree
po'nnisu jhaat',jackfruit tree
taad'i jhaat',palmyra tree
happal'u jhaat',arecanut
kaanu jhaat',beech
tamaala jhaat',beech
cheesu jhaat',Tamarindtree
baanji,fungus
khaslo',date palm
jhaat'u re'ntu,hollow in a tree
ghuvvo',hollow in a tree
jhaat',tree
kachchambaa jhaat',mango tree
mundiri jhaat',cashewnut tree
se'vkaa jhaat',drumstick tree
bo'ngu jhaat',bamboo tree
leemu jhaat',neem tree
le'guttaa dinnu,next day
hadduraat,mid-night
te'ndus,that day
o'rsu,year
raat,night
raadi,night
hindo',today
konya dinnu,which day
kaalu,"period, time"
vel',"period, time"
phalti phaar,morning
so'l'a iphaar,morning
phaila phaar,morning
dinnu,"day, week"
vaar,"day, week"
sagabtu,saka/era
vel',time
veel' ve'l'u,evening
veel' se'ndulo',evening
mhad'o',month
dinnu,date
dinaanku,date
dees,day
so'ndo',tomorrow
po'ram,day after tomorrow
nimush,minute
sovu o'rsu,century
sataabdi,century
ghe'd'i,time
kaal,yesterday
dees,daytime
dhuphaari,"Afternoon, noon"
at't'aas,"Afternoon, noon"
ghe'd'i,hour
ve'l',hour
nimus,minute
so'ndo',next day
dusurandi,next day
dusrandi,next day
mhat'o',month
veel't'o',evening
po'ram,day before yesterday
phailadees,forenoon
vaar,week
phaltiphaar,dawn
phailaphaar,dawn
so'd'aka ghe'd'i,second
yukam,"era, age"
aytvaar,sunday
so'mvaar,monday
mangal'vaar,tuesday
budhavaar,wednesday
bruhastavaar,thursday
sukravaar,friday
se'nivaar,saturday
adimadhuram,licorice
tandu,rice
erand'o',castor
lo'mphool,cloves
meet',salt
unko',husk of paddy
duso',husk of paddy
dhool'mool',potato
kando',onion
ud'it,blackgram
tel,oil
teel',gingili
e'lo',cardamom
o'mo',bishop`s weed
gasagasaal,poppy seed
che'nno',Bengal gram
mhuri,mustard
lavanga pat't'ai,cinnamon
khe'nd'u,Sugar crystal
iksuge'd'd'o',Sugar crystal
kul'it,horsegram
kaapibhurko',coffee powder
hingu,asafoetida
kismis,Drygrapes
kunkumphul,saffron
ke'sari,saffron
aaravalli bhurko',arrowroot powder
rhagi,ragi
kesaribhurko',saffron powder
kachche'nno',Bengal gram
dhaniyaa,coriander
ko'ttamalli,coriander
sukke' nare'l,copra
gho'mu,wheat
ghoma tandu,wheat
se'kkar,sugar
nil'am,green gram
sigaaybhurko',soapnut powder
jiro',cummin seeds
che'kkar ke'l'anku,sweet potato
so'nt'i,dry ginger
yod'a meet',caustic soda
jho'l'l'o',maize
ko'nd'o',bran
dhorube'l'o',arahar daal
dhor,arahar pod
narul'u te'l,coconut oil
t'ee,tea
cho'kat'te'l,gingili oil
bho'ii che'nno',ground nut
kad'ale',ground nut
saal,paddy
pat't'aani,peas
be'l'o',daal
sislo',provisions
appal',arecanut
nilamu be'l'o',green gram
baadaam,almond
baarli,barley
dhumpaan,tobacco
hud'a tandu,boiled rice
chees,tamarind
mho'd'a jiro',aniseed
hal'at,turmeric
digaram,kerosine
peet',flour
miri,pepper
kaaju,cashew nut
ke'nnu,bean gram
rave',suji
so'jji,suji
poosu miri,tail pepper
chayli,Sidedish
mitti,fenugreek
gul'l'u,Jaggary
gud'l'u,Jaggary
kad'ale',groundnut
jaati kaylo',nutmeg
dhumburaast'u,galangal
khajur,dates
khaslo',dates
dayro',left side
dayra,left side
khaunas,east
dikku,direction
diso',direction
de'kshan,south
de'kshakhaunas,south-east
de'ksho'sto',south-west
uttar,north
utkhaunas,north-east
ut_ho'sto',north-west
jayno',right side
jayna,right side
astamano',Sun setting
akaash ge'ngo',milkyway
akaas,sky
vaap,steam
pavi,thunder
pid'u,thunder
handaar,darkness
ge'vi,darkness
udayam,rise
suritu nikilni,rise
jaal'uchukko',shooting star
agachaal aydu,rocket
prakshe'pano',rocket
ghiraan,eclipse
go'l',planet
kiran,"rays, beam"
ketu,uranus
chandra ghraan,lunar eclipse
chaandu ghraan,lunar eclipse
che'ndaamu ghraan,lunar eclipse
che'ndaam,Moon
chaandu,Moon
sni,Saturn
se'ni,Saturn
sukkur,Venus
sul'ivaro,whirlwind
soorya ghraan,solar eclipse
suritu mand'al,solar system
soorya mand'al,solar system
surit,Sun
bhaanu,Sun
upabraho',satellite
mangal' graho',Mars
surita,Sun
saragraho',satellite
chinuk,drizzling
chinkul,drizzling
maarut,breeze
chukko',star
no'vgirahaan,the nine planets
che'ndaamu hoojaal,moonlight
chandriko',moonlight
chandra prabho',moonlight
kaumudi,moonlight
che'ntaam,moon
chaandu,moon
indu,moon
chandrayaan,lunar module
rutuvaro',seasonal wind
rutupo'vs,monsoon
mo'ngchu,mist
himaa ge'd'd'o',snow
himaa bindu,dew drops
osu bindu,dew drops
budho',Mercury
budho' graho',Mercury
sul'i varo',storm
bhoo aakarshana shakti,gravitational force
matti varo',sand storm
po'vs,rain
astamaan,setting
vidyut,lightning
megh,cloud
mo'bbu,fog
raahu,Neptune
varo',air/wind
poosu chukko',comet
akaash,sky
habaal',sky
akaasu vankat',rainbow
akaasu dhanus,rainbow
indra dhanus,rainbow
viyo'man,space
sunya akaas,space
sukkur,morning star
guru,Jupiter
hoon,sunlight
sukkur,star
hujaal,light
pindaa,"young, tender"
nhanna,young
kul'l'e',sweet
che'rkkaho'ye',appropriate
khali,empty
akkuraa,short
neecha,bad
ruvva,"a little, a few"
the'vd'a,"a little, a few"
ruvva,a little
bhe'licho'kkat',very good
cho'kkat',good
jukku,many
bhe'li nhanna,minute
lamba,"long, tall"
uncha,"long, tall"
jhukkukaala,"tall things, long"
jhukku,many
junna,"old, ancient"
no'vo',new
mho't't'o',big
phura,enough
phuraho'ye',enough
bhe'li,very
ven,very
bo'limu,strong
ane'ka,"very, a lot of"
nista,only
ve'kl',different
la,different
pe'saav,breadth
runti,breadth
bot',inch
ad'i,foot
mopu,measurement
mopu khat't'i,scale
aro',radius
nimno',depth
lo't,depth
at'no',1/8 of a standard measurment
hatdad'd'o',half measure
kaalad'd'o',1/4 of a measure
sovu,1/4 of a measure
bhaarmovu,measurement of weighing
jok,weight
mo'vjanmovu,measurement of counting
upakarano',instrument
ganamopu,cubic measurement
bhaar,heavyness
ge'jju,yard
avd'a movu,cross-section measurement
chatrul movu,square measurement
jaan,six inches or little more covering the tip of the stretched thumb to the tip of the stretched little finger
chimt'o',a pinch
pariti,perimeter
kunvaya movu,perimeter
tulo',balance
naraaji,balance
kut'ko',piece
bindu,drop
to'lo',a weight of 10 grams
naal'i,approximately little more than half litre
bhaar movu,Measurement of weight
laam movi,linear measurement
mooro',length
ad'd'o',a little more than 2 litres
vat'o',portion
ad'd'o',approximately 1 litre
ne'rpe'movu,area
palam,a measurement of weight
adde',half
mood,a handfull
mood'bhor,a handfull
marakkaal,a measure of approximately 5 to 8 litres
mooro',one arm length
meet't'ar,meter
minchi mo'vu,a measuere of capacity
mo'l'amuval't'i,measuring rod
mooraa kavnd'i,measuring rod
mo'l'am,half an arm`s length
haat,half an arm`s length
avd'aamo'vu,diameter
vyaas,diameter
visi,two pounds
taapsani,ther mometer
taapmaani,ther mometer
se'rko',perfect
jod'i,pair
adenkappaa,expression of wonder
ammaad'i,expression of wonder
ava ambaa,expression of wonder
te'lyaka haal,so
haalim,so
tet'saa,look there
iso'yaa,is it so?
isome'ne'ti,if it is so
haa,expression of pain
appaat'i,expression of wonder
ammaat'ee,expression of pain
ammaat'i,expression of pain
nhaa,no
haay,a response
haay,yes
ho'ye'ti,but
me'gi,but
e'lye'ka haal,hereby
et'saa,look here
elaa,look here
khal'al'e,take this
dher,take this
khal'l'uvo',take this
dhe'ro',take this
dhe'ruvo',take this
angun,yet
atte'ngut',hereafter
atapharo',hereafter
angun,still
ush,expression of caution
haay haay,yes
kaay,response to a call
te'lyaka le'nta,hence
ey,term to call attention
re',term to call attention
rey,term to call attention
aiyo,expression of sorrow
o,expression of wonder
haay,expression of approval
hondak,expression of approval
hoy,term to call attention
chheechchhee,expression of contempt
vaa,address term for inferior faminine
avaa,address term for inferior faminine
rey,address term for inferior masculine
thuttoo,expression of contempt
paap,expression of sympathy
oohooi~,no
phivri,again and again
te'ka pharaat,moreover
angun,moreover
haiyaa,expression of joy
chaitro',April-May
vaisaak,May-June
josht'o',June-July
aashaad'o',July-August
sraavano',August-September
bhaadrapado',September-October
aasveejo',October-November
kaartiko',November-December
maargaseerso',December-January
pushyo',January-February
maagho',February-March
phaalguni,March-April
ge'ruva,proudness
vichaar,lamenting
he'd'd'e',booby
asingama,ugly
vinayo',"modesty, obedience"
bhajaarin,termagant
lavnd'i,termagant
bhaajaaripan,termagancy
daas,slave
daasi,slave
daasappan,slavery
adhikaar,power
aachcharyo',surprise
atirupti,dissatisfaction
adusht'u,luck
andastu,status
de'vubaap,simpleton
tammaad'i,simpleton
apraani,simpleton
anarthuvatto',absurdity
mitanvatto',absurdity
mudro',sign
abhimaan,"Regard,love"
seen,tiredness
kri'rupo',grace
alankaar,"beautification, decoration"
udaaseen,indifference
bhavaat',screaming
hind'aste,wandering
avisvaas,disbelief
kal'angu,disgrace
sundaro',handsome man
sundari,beautiful woman
sungaar,beauty
naas,destruction
nasaat,destruction
nasinam,destruction
bo'vni patriko',invitation
aachcharyu,wonder
vidvaan,scholar
pand'it,scholar
parichay,introduction
aknjaan,ignorance
nyaani,wise person
ajnyaani,ignorant
ajnyaan,ignorance
nyaan,knowledge
pireva,affection
aadaro',support
anumati,permission
hat'van,opinion
aakramano',aggression
aachcharyu,surprise
ichcho',desire
aasto',desire
aat'shepano',protest
aadharo',support
aadhikyo',"impact, influence"
kutoohal,"curiosity, interest"
harumbam,beginning
re'chchakoot,uproar
aarogyu,health
samartu,"strength, skill, ability"
bo'lim,"strength, skill, ability"
aannandu,"merriment, enjoyment"
khel'uvatto',mockery
ichchho',desire
o'ppaste,acceptance
svabhaav,nature
karuno',"pity, kindness"
ruchchi,taste
re'chcho',noise
ghe'ru dhe'rum,family life
lakshyavaadi,man of principle
ne'sht'i,loss
he't't'e' haso',laughter
ge'ruv,arrogance
so'mpu,pleasure
gulle',sweetness
o'ppaye'yo',"desire, liking"
nijjam,truth
se'ttu,truth
lagini,feeling
bhaavano',feeling
sahaav,help
upakaar,help
upakaari,helper
siramo',hardwork
utsaah,enthusiasm
neenju,sleep
hongu,sleep
anumaan,guessing
roos,petty quarrel between husband and wife
oodaari,prodigal
pho'vnapan,hospitality
gamchini,hospitality
ke'sht'am,trouble
uddam,trouble
khe'rut',saltish taste
siraddhaa kaamke'rto',hardworker
geli,chuckling
jaagrati,warning
hat'van,thought
chintano',thought
ve'durnchini,"opposition, resistance"
jaal',irritation
tikke',hot taste
sri'nkaar,beauty
lhe'guv,easiness
chulab,easiness
saujanyam,simplicity
so'vle',longing
ve'kul,longing
gaal,scolding
hungaad',dupe
hungad'ni,duping
e'd'chat'ni,duping
hunkat'atte',duping
hungad',disappointment
e't'chad'ni,cheating
tayaar,arrangement
se'ndev,doubt
o't'kam,narrowness
me'rchan,foppishness
me'rchulan naari,foppish girl
yo'kto',unity
vishraanti,"rest, retirement"
nivri'ti,"rest, retirement"
nivri'ti ve'tano',pension
samaroop,uniformity
se'rka rhaste',perfection
se'rka rhani,perfection
ko't'uk,bitter taste
lobhu,"miserliness, stinginess"
lo'bhi,miser
anusaasano',discipline
kartav,indebtedness
karttavyam,indebtedness
khe'd'in,hard
kad'oos,"harshness, hardness"
kand'ip,Strictness /chide
kat'hor,Strictness /chide
gavrav,"decency, dignity"
aasaadabhooti,hypocrite
ko'pat'e',cheater
kamabeer,majestic bearing
kri'po',"grace, mercy"
aakarshano',attraction
dhyaan,"attention, care"
gamchini,"attention, care"
avadhaan,"attention, care"
cho'd'd'apan,falsehood
cho'd'd'apan,theft
chor,theft
cho'd'd'o',thief
chor,thief
cho'd'd'i,thief
kalmaso',stain
malino',stain
sheen,tiredness
dayo',"pity, mercy"
baadho',"difficulty, suffering"
milechcho',barbarian
vanacharo',barbarian
pre'm,love
pre'v,love
priyatamo',lover
pre'miko',lover
priyo',lover
kaamam,lust
ge'li,"ridicule, mockery"
upahaas,"ridicule, mockery"
kusumbu ke'raste'no',mischievous man
kusumbu,mischief
che'sht'o',mischief
se'raabi,drunkard
pani bo'nd'i,drunkard
kunnu,character
kudoohal,"merry, happiness"
so'ntosh,"merry, happiness"
sil'l'o',chillness
apraadhubhaav,guilty consciousness
chooku bhaav,guilty consciousness
laaj,shyness
laasu,shyness
lajjo',shyness
praarthano',Pleading/ entreating
pre'vkan me'llini,Pleading/ entreating
le'njam,bribe
utko'ch,bribe
pre'vumadini,Fondtalk/cooing
ninaavu vatto',Fondtalk/cooing
mayaalu vatto',Fondtalk/cooing
taap,boil
khe't',boil
chood'_hanaste',decoity
vidooshako',"clown, buffoon"
vidooshakapan,buffoonery
raak,anger
dhakkile',coward
dhaak_upan,cowardice
ghe'nam,prestige
gavrto',prestige
bo'lim,strength
shakti,strength
sahano',tolerance
po'ndulni,tolerance
bhaybhe'yne'nu bhaavano',brotherhood
baadho',sorrow
vaadu vatto',petty quarrel
nanjhe'd'o',petty quarrel
jhe'd'o',quarrel
jhe'd'ait,quarrelsome man
jhe'd'aitin,quarrelsome woman
duryo'chano',conspiracy
sad'yantru,conspiracy
sandarbhavaadi,opportunist
se'nde'v,doubt
sammat,acceptance
sahamati,acceptance
raaji,compromise
o'rpu,compromise
saras,tact
kaarya kushalato',tact
visi,boredom
virasato',boredom
saadhyu,possibility
saadhu,calm person
shaantu,quietness
prachchano',Tangle/mess
busko',Tangle/mess
pilo',Tangle/mess
chinta,thought
hasini,laughter
singatipan,friendship
se'ngadipan,friendship
singati,friend
se'ngait,friend
isht'ut',friend
sinkagaar,beauty
svabhaav,"nature, character"
bhaara,burden
savayakaurav,self-respect
so'rano',sensitivity
sparsha che'tano',sensitivity
tvaritu bhaav,Briskness/ smartness
ve'gu ke'rni,Briskness/ smartness
samartu,Briskness/ smartness
sootu,gambling
karmo',deed
