source,target
ꢔꢸꢪꢱ꣄ꢡꣁ,gumasto'
ꢗꢾꢣꢸꢮꢸ ꢛꢵꢥ꣄,che'duvu nyaan
ꢭꢿꢓꢥꢱꢵꢪꢔ꣄ꢬꢶ,lekhanasaamagri
ꢭꢿꢓꢮꢱ꣄ꢡꢸ,lekhavastu
ꢌꢙꢪꢵꢥ꣄,e'jamaan
ꢪꣁꢣ꣄ꢬꢳꢶ,mo'dral'i
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬ꣄,svechchaachaar
ꢱꢬ꣄ꢮꢵꢡꢶꢒꢵꢬꢶ,sarvaatikaari
ꢂꢥꢸꢒ꣄ꢬꢪꣁ,anukramo'
ꢱ꣄ꢮꢷꢒꢵꢬ꣄,sveekaar
ꢏꢦ꣄ꢦꢶꢭ꣄ꢥꢶ,o'ppilni
ꢆꢖ꣄ꢗ ꢓꢵꢭ꣄,ungcha khaal
ꢲꢶꢖ꣄ꢔꢵꢮ꣄,hingaav
ꢥꢶꢬ꣄ꢫꢵꢡ꣄,niryaat
ꢲꢶꢖ꣄ꢔꢵꢜ꣄,hingaat'
ꢎꢒ꣄ꢫ ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,aikya raasht'ra samstaan
ꢎꢒ꣄ꢫ ꢂꢔ꣄ꢬꢠꢶ,aikya agrani
ꢣꣁꢦ꣄ꢦꢵ ꢢꣁꢮ꣄ꢥꢶ,do'ppaa tho'vni
ꢱꢲꢫꣂꢔ꣄,sahayog
ꢮꢶꢩꢵꢙꢥꣁ,vibhaajano'
ꢦꢬꢮꢱꣁ ꢒꢾꢬ꣄ꢥꢶ,paravaso' ke'rni
ꢏꢦ꣄ꢦꢥ꣄ꢣ ꢱꢹꢗꢥꣁ,o'ppanda soochano'
ꢏꢦ꣄ꢦꢥ꣄ꢣꢪ꣄,o'ppandam
ꢲꢵꢡꢸ ꢂꢒ꣄ꢰꢬ꣄,haatu akshar
ꢱ꣄ꢮꢷꢒꢬ꣄ꢥꢶ,sveekarni
ꢦ꣄ꢬꢵꢦ꣄ꢡꢶ ꢱꢖ꣄ꢔꢶꢥꢶ,praapti sangini
ꢭꢿꢡꢥꢶ,letani
ꢎꢒ꣄ꢫ ꢩꢵꢮꢥꣁ,aikya bhaavano'
ꢥꢶꢫꢪꣁ,niyamo'
ꢤꣁꢥꢶꢥꢾꢬ꣄ꢦꢶꢥꢶ,dho'nine'rpini
ꢤꣁꢥꢶ ꢦ꣄ꢬꢱꢵꢬ꣄,dho'ni prasaar
ꢬꢹꢦꢸ ꢥꢾꢬ꣄ꢦꢶꢥꢶ,roopu ne'rpini
ꢬꢹꢦꢸ ꢦ꣄ꢬꢱꢵꢬ꣄,roopu prasaar
ꢭꢸꢔ꣄ꢙꢵꢥꢶ,lugjaani
ꢔꢸꢦ꣄ꢡꢗꢵꢬꢶ,guptachaari
ꢔꢸꢦ꣄ꢡꣁ,gupto'
ꢔꢸꢞꢵꢗꢵꢬꢶ,gud'aachaari
ꢒꢸꢣ꣄ꢮꣁ,kudvo'
ꢗꢖ꣄ꢔꢪ꣄,changam
ꢮꢵꢒ꣄,vaak
ꢪꢡꢣꢵꢥ꣄,matadaan
ꢮꢵꢔ꣄ꢣꢵꢥ꣄,vaagdaan
ꢮꢵꢒ꣄ ꢨꢵꢡ꣄ꢫꣁ,vaak baatyo'
ꢮꢶꢱ꣄ꢬꢵꢥ꣄ꢡꢶ,visraanti
ꢮꢶꢬꢡꢶ,virati
ꢒꢒ꣄ꢰꢶ,kakshi
ꢱꢸꢭ꣄ꢒꢪ꣄,sulkam
ꢣꢬꣁ,daro'
ꢪꣂꢭ꣄,mol
ꢒꢾꢜ꣄ꢜꣁ,ke't't'o'
ꢙꢭ ꢱꢿꢥꣁ,jala seno'
ꢬꢷꢠ꣄,reen
ꢬꢷꢠꢸꢩꢵꢬ꣄,reenubhaar
ꢱꢾꢮ꣄ꢒꢥ꣄,se'vkan
ꢔꢮꢸꢛ꣄ꢙꢶ ꢔꢮꢸꢛ꣄ꢙꢸꢥꢵꢬ꣄,gavunji gavunjunaar
ꢥꢶꢬꢷꢰꢠꣁ,nireeshano'
ꢭꢴꢾꢒꢒꣀꢡ꣄,lhe'kakait
ꢭꢴꢾꢒ꣄ꢒꣁ ꢲꢾꢞ꣄ꢠꢶ,lhe'kko' he'd'ni
ꢔꢠꢥꣁ,ganano'
ꢔꢠꢶꢠꢶ,ganini
ꢲꢷꢱꢸꢥꢿꢭ꣄,heesunel
ꢭꢴꢾꢒ꣄ꢒꢥꢶ,lhe'kkani
ꢨꢥ꣄ꢤꢸ,bandhu
ꢂꢩꢶꢦ꣄ꢬꢵꢫ,abhipraaya
ꢇꢲꣁ,ooho'
ꢇꢲꢥꣁ,oohano'
ꢭꢴꢾꢒ꣄ꢒꢵꢮ꣄,lhe'kkaav
ꢦꣁꢒ꣄ꢒꢶꢰꢪ꣄,po'kkisham
ꢮꢶꢡ꣄ꢡꢒꣂꢰ꣄,vittakosh
ꢮꢶꢣ꣄ꢫꢵ ꢪꢥ꣄ꢡ꣄ꢬꢶ,vidyaa mantri
ꢮꢶꢣ꣄ꢫꢵ ꢮꢶꢩꢵꢔ꣄,vidyaa vibhaag
ꢪꢶꢱ꣄ꢬꢠꣁ,misrano'
ꢪꢶꢱ꣄ꢡ ꢙꢵꢡ꣄,mista jaat
ꢆꢣꢵꢱꢷꢥ꣄,udaaseen
ꢆꢦꢾꢒ꣄ꢰꣁ,upe'ksho'
ꢱꢩꣁ,sabho'
ꢱꢪ꣄ꢱ꣄ꢢꢵꢥ꣄,samsthaan
ꢩꢶꢞ꣄ꢠꢶ,bhid'ni
ꢤꢵꢡꢸ,dhaatu
ꢓꢙꢵꢥꣁ,khajaano'
ꢲꢥ꣄ꢥꢮꢸ ꢦꢡꢡ꣄ꢬ꣄,hannavu patatr
ꢬꢰꢠꢒꢬ꣄ꢥꢶ,rashanakarni
ꢬꢰꢠ ꢩꢬ꣄ꢡꢶ,rashana bharti
ꢪꢸꢱꢶꢥꢶ,musini
ꢦꣁꢭꢶꢱ꣄ꢥꢶꢬꢷꢒ꣄ꢱꢒꣁ,po'lisnireeksako'
ꢢꢵꢠꢵ ꢥꢶꢬꢶꢒ꣄ꢰꢒꣁ,thaanaa nirikshako'
ꢬꢴꢒ꣄ꢒꣀꢡ꣄,rhakkait
ꢬꢴꢒ꣄ꢒꢸꢮꢵꢥ꣄,rhakkuvaan
ꢢꢵꢠꢵꢮꢶꢩꢵꢒ꣄,thaanaavibhaak
ꢢꢠꢫ꣄ꢡꢸ,thanaytu
ꢒꢶꢞ꣄ꢞꢖ꣄ꢒꢶ,kid'd'anki
ꢥꢴꢥꢦꣁꢬ꣄ꢱꢾ,nhanapo'rse'
ꢥꢴꢥ꣄ꢔꢵꢪ꣄,nhangaam
ꢥꢴꢥ꣄ ꢦꣁꢜ꣄ꢒ꣄ꢫꢵꢜ꣄,nhan po't'kyaat'
ꢔꢠ ꢡꢥ꣄ꢡ꣄ꢬꢸ,gana tantru
ꢔꢠ ꢬꢵꢙ꣄ꢫꢸ,gana raajyu
ꢦ꣄ꢬꢙꢵ ꢦ꣄ꢬꢩꢸꢡ꣄ꢮꣁ,prajaa prabhutvo'
ꢙꢥꢵꢡꢶꢦꢡꢶ,janaatipati
ꢦ꣄ꢬꢙꢵ ꢨꢵꢡ꣄ꢫꢸ,prajaa baatyu
ꢥꢵꢔꢬꢶꢒꢡꣁ,naagarikato'
ꢒꢸꢜꢸꢪ꣄ꢨ ꢥꢶꢬꣂꢡ꣄,kut'umba nirot
ꢒꢸꢜꢸꢪ꣄ꢨ ꢒ꣄ꢰꢿꢪ ꢮꢶꢩꢵꢔ꣄,kut'umba kshema vibhaag
ꢏꢡ꣄ꢡꢶ,o'tti
ꢔꢸꢪ꣄ꢱ꣄ꢡꣁ,gumsto'
ꢔꢸꢪ꣄ꢦꢸ,gumpu
ꢂꢦꢬꢵꢤ꣄,aparaadh
ꢘꢸꢒ꣄ꢕꢭ꣄ꢥꢶ,chhukghalni
ꢗꢶꢥ꣄ꢲꢸꢥ꣄,chinhun
ꢔꢸꢬ꣄ꢡꢸꢥ꣄,gurtun
ꢱꢶꢥ꣄ꢡꢸꢱꢖ꣄ꢓ꣄ꢫꣁ,sintusankhyo'
ꢱꢶꢥ꣄ꢲꢸ,sinhu
ꢔꢸꢬ꣄ꢡꢸ,gurtu
ꢆꢥ꣄ꢥ ꢦꣁꢞꢾꢫꣁ,unna po'd'e'yo'
ꢆꢥ꣄ꢥ ꢦꢒ꣄ꢯꢸ,unna pakshu
ꢦꢒ꣄ꢯ ꢎꢒ꣄ꢫꢡꣁ,paksha aikyato'
ꢪꢹꢔꣁ,moogo'
ꢔꢸꢪ꣄ꢦꢸꢪꢶꢳ꣄ꢥꢶ,gumpumil'ni
ꢪꢶꢳ꣄꣄ꢠꢶ,mil'ni
ꢪꢔꢶꢥꢶ,magini
ꢓꢿꢭꢸ ꢒ꣄ꢬꢶꢫꣁ,khelu kriyo'
ꢪꢥꣂꢬꢛ꣄ꢙꢥ꣄,manoranjan
ꢲꢵꢡꢸ ꣄ꢪꢔꣁ,haatu mago'
ꢩꢥ꣄ꢣꢶ,bhandi
ꢡꢸꢰ꣄ ꢦ꣄ꢬꢫꣂꢔ꣄,tush prayog
ꢬꢷꢠꢸꢨꢥ꣄ꢣꢶ,reenubandi
ꢤꣁꢙ꣄,dho'j
ꢤꣁꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,dho'ja sthambu
ꢭꢒ꣄ꢰ꣄ꢫꢸ,lakshyu
ꢤ꣄ꢫꢿꢫꢸ,dhyeyu
ꢣꢸꢬꢸꢔ꣄,durug
ꢱꢶꢣ꣄ꢣꢵꢥ꣄ꢡꢸ,siddaantu
ꢒꣂꢠ꣄,kon
ꢒꣁꢥꣁ,ko'no'
ꢣ꣄ꢬꢸꢰ꣄ꢜꢶꢒꣂꢠ꣄,drusht'ikon
ꢦꣁꢪꢜ꣄,po'mat'
ꢪꢒꢶꢥꢶ,makini
ꢒꣁꢬꢶ,ko'ri
ꢮꢬ꣄ꢔꢸ,vargu
ꢔꣂꢰ꣄ꢜꢶ,gosht'i
ꢗꢒ꣄ꢬꢮꢬ꣄ꢡ꣄ꢡꢶ,chakravartti
ꢩꣀ-ꢩꢾꢫ꣄ꢥꢥꢸꢦꢥ꣄,bhai-bhe'ynanupan
ꢱꢖ꣄ꢔꢪ꣄,sangam
ꢱꢖ꣄ꢕꣁ,sangho'
ꢱꢜ꣄ꢜꢱꢩꣁ,sat't'asabho'
ꢮꢶꢤꢵꢥ꣄ ꢱꣃꢤꣁ,vidhaan saudho'
ꢮꢶꢤꢵꢥꢸ ꢱꣃꢤꣁ,vidhaanu saudho'
ꢮꢶꢤꢵꢥ꣄ ꢱꢩꣁ,vidhaan sabho'
ꢱꢵꢱꢥꢪꢬ꣄ꢗꢶꢥꢶ,saasanamarchini
ꢱꢵꢱꢥ ꢡꢶꢣ꣄ꢡꢸꢮꢳꢶꢶ,saasana tidtuval'ii
ꢱꢵꢱꢥ ꢱꢹꢤꢵꢬ꣄,saasana soodhaar
ꢮꢶꢤꢵꢥ꣄,vidhaan
ꢱꢜ꣄ꢜꢱ꣄ꢩꣁ,sat't'asbho'
ꢱꢡ꣄ꢫꢵꢔ꣄ꢬꢲꣁ,satyaagraho'
ꢱꢾꢡ꣄ꢡꢬ꣄,se'ttar
ꢱꢡꢶ,sati
ꢱꢩꢵꢥꢵꢫꢒꣁ,sabhaanaayako'
ꢱꣁꢪ꣄ꢦꢸꢳꢵ ꢗꢾꢜ꣄ꢥꢶ,so'mpul'aa che't'ni
ꢦꢔꢵꢬ꣄,pagaar
ꢱꢪꢵꢥꢸꢦꢥ꣄,samaanupan
ꢱꢵꢪꢵꢣꢵꢥ꣄,saamaadaan
ꢱꢪꢸꢣꢵꢫ꣄,samudaay
ꢱꢪꢹꢲꢸ,samoohu
ꢱꢬ꣄ꢮꢵꢤꢶꢒꢵꢬ꣄,sarvaadhikaar
ꢱꢬ꣄ꢮꢵꢤꢶꢒꢵꢬꢶ,sarvaadhikaari
ꢬꢪꢵꢬꢪꢶ,ramaarami
ꢱꢾꢭ꣄ꢒꢾ,se'lke'
ꢱꢲꢵꢮꢸ,sahaavu
ꢱꢵꢤꢥꣁ,saadhano'
ꢆꢦꢭꢨ꣄ꢤꢶ,upalabdhi
ꢭꢨꢶꢛ꣄ꢗꢶꢥꢶ,labinchini
ꢱꢪ꣄ꢱ꣄ꢫꣁ,samsyo'
ꢦ꣄ꢬꢱ꣄ꢥꣁ,prasno'
ꢆꢥ꣄ꢥꢮꢿꢱ꣄,unnaves
ꢱꣁꢜ꣄ꢜꢸ,so't't'u
ꢮꢶꢒꢵꢬ꣄,vikaar
ꢥꢱꢶꢥꢪ꣄,nasinam
ꢱꢶꢡꢶꢭ꣄,sitil
ꢱꢸꢨꢬ꣄ꢗꢶ,subarchi
ꢱꢶꢪ꣄ꢲꢵꢱꢥꣁ,simhaasano'
ꢱꢶꢪ꣄ꢲꢹ ꢃꢱꢥꣁ,simhoo aasano'
ꢂꢭ꣄ꢦ ꢱꢖ꣄ꢓꢫꣁ,alpa sankhayo'
ꢥꢴꢥ꣄ꢥ ꢣꢵꢮꣁ,nhanna daavo'
ꢒꢵꢬꢵꢔ꣄ꢬꢆ,kaaraagra_u
ꢙꢾꢫꢶꢭ꣄,je'yil
ꢗꢶꢥ꣄ꢲꢸ,chinhu
ꢮꢵꢒ꣄ꢒꢸꢗꢷꢜ꣄,vaakkucheet'
ꢱꢸꢒꢬ꣄ꢠꢶ,sukarni
ꢱꢸꢤꢵꢬ꣄,sudhaar
ꢱꢪꢬꢹꢦ ꢮꢱ꣄ꢡꢬ꣄,samaroopa vastar
ꢱꢸꢡꢥ꣄ꢣꢬꢸ,sutandaru
ꢣꢸꢰ꣄ꢦ꣄ꢬꢫꣁꢒ꣄,dushprayo'k
ꢱꢖ꣄ꢒ꣄ꢯꢾꢦꢸ,sankshe'pu
ꢩꢷꢡꢸꢬ꣄ ꢣꢾꢮ꣄ꢱꢶꢥꢶ,bheetur de'vsini
ꢗꢸꢜ꣄ꢜꢸꢬ꣄ ꢒꢳꢞ꣄ꢠꢶ,chut't'ur kal'ad'ni
ꢦꢬꢶꢦꢡ꣄ꢡꢬ꣄,paripattar
ꢪꢬꢵꢪꢡ꣄ꢡꢸ,maraamattu
ꢱꢸꢤꢬꢠꣁ,sudharano'
ꢗꢪ꣄ꢱ꣄ꢒꢬꢠꣁ,chamskarano'
ꢱꢹꢗꢥ ꢮꢶꢩꢵꢔ꣄,soochana vibhaag
ꢱꢪꢵꢗ꣄ꢗꢵꢬꢸ ꢮꢶꢩꢵꢔ꣄,samaachchaaru vibhaag
ꢱꢗꢶꢮꢵꢭꢫꣁ,sachivaalayo'
ꢒꢵꢬ꣄ꢫꢣꢬ꣄ꢱꢶ,kaaryadarsi
ꢨ꣄ꢬꢩꢵꢮ꣄,brabhaav
ꢮꢿꢱꢸꢥ꣄,vesun
ꢮꢿꢱ,vesa
ꢣꢾꢜ꣄ꢜꢸ,de't't'u
ꢒ꣄ꢯꢡꢶ,kshati
ꢱꢿꢡꢵꢬꢪ꣄,setaaram
ꢆꢬꢵꢮ,uraava
ꢱꢿꢥꢵꢤꢶꢦꢡꢶ,senaadhipati
ꢱꢫ꣄ꢒꢥꣁ,saykano'
ꢱꢪꢶꢙ꣄ꢛꢸ,samijnyu
ꢱꣁꢡ꣄ꢡꢸ,so'ttu
ꢡꢾꢔꢸꢬꢵꢭ꣄,te'guraal
ꢫꣂꢔ꣄ꢫꢡꣁ,yogyato'
ꢭꢵꢔꢶꢡꣁ,laagito'
ꢜꢖ꣄ꢒꢠꢒꢬ꣄ꢡꣁ,t'ankanakarto'
ꢪꢵꢬ꣄ꢔꢸ,maargu
ꢃꢞ꣄ꢞꢪꢸꢥ꣄,aad'd'amun
ꢂꢞ꣄ꢞꢶꢥ꣄,ad'd'in
ꢨꢵꢤꢵꢥ꣄,baadhaan
ꢣꢠ꣄ꢞꢠꣁ,dand'ano'
ꢱꢾꢬ꣄ꢒꢬꢥꢶ,se'rkarani
ꢭꢾꢓ꣄ꢒꣁ,le'khko'
ꢭꢴꢾꢒ꣄ꢒꢵ ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ,lhe'kkaa nireekshano'
ꢭꢴꢾꢒ꣄ꢒꢵ ꢱꣂꢤꢥꣁ,lhe'kkaa sodhano'
ꢡꢾꢬꢒꢸ ꢲꢥ꣄ꢥꢮ꣄,te'raku hannav
ꢦꢒꢰꢮꢵꢥꢸꢥ꣄,pakashavaanun
ꢱ꣄ꢬꢿꢠꢶ,sreni
ꢆꢥ꣄ꢥꢡꢶ,unnati
ꢮꢶꢬ꣄ꢡꢵ ꢩꢸꢛꢶ,virtaa bhunyi
ꢥꢶꢱ꣄ꢡ ꢩꢸꢄ~,nista bhui~
ꢣꢳꢦꢳꣁ,dal'apal'o'
ꢣꢳ ꢱꢾꢥꣁ,dal'a se'no'
ꢦꢣ ꢱꢿꢥꣁ,pada seno'
ꢬꢵꢙꢤꢵꢥꢶ,raajadhaani
ꢂꢔ꣄ꢬꢵꢱꢥꢸꢦꢥ꣄,agraasanupan
ꢂꢔ꣄ꢬꢵꢱꢥꣁ,agraasano'
ꢂꢔ꣄ꢬꢵꢱꢥꢵꢤꢶꢦꢡꢶ,agraasanaadhipati
ꢬꢶꢨꢾꢜ꣄,ribe't'
ꢣꣁꢦ꣄ꢨꢶꢣꢾꢥꢶ,do'pbide'ni
ꢆꢥ꣄ꢥ ꢒꢾꢬ꣄ꢥꢶ,unna ke'rni
ꢆꢦꢒꢬꢠꣁ,upakarano'
ꢱ꣄ꢮꢫ ꢂꢟꢶꢒꢵꢬ꣄,svaya ad'hikaar
ꢱ꣄ꢮꢗꢭ꣄ꢥꢶ,svachalni
ꢏꢠ꣄ꢜꢶꢫꢵꢳ꣄,o'nt'iyaal'
ꢏꢠ꣄ꢜꢮ꣄ꢫꢒ꣄ꢡꢶ,o'nt'avyakti
ꢪꢵꢬ꣄,maar
ꢪꢵꢡ꣄ꢬꢸ ꢩꢵꢰꣁ,maatru bhaasho'
ꢫꣂꢙꢥꢵ ꢃꢫꣂꢔ꣄,yojanaa aayog
ꢫꣂꢙꢥꣁ,yojano'
ꢡꢶꢠ꣄ꢗꢶꢥꢶ,tinchini
ꢂꢤꢶꢬꣂꢦꢠꣁ,adhiropano'
ꢣꢶꢮꢵꢭ꣄,divaal
ꢤꢶꢮꢵꢥ꣄,dhivaan
ꢆꢔ꣄ꢬꢮꢵꢡꢶ,ugravaati
ꢡꢶꢬ꣄ꢪꢵꢥ꣄,tirmaan
ꢥꢶꢬ꣄ꢠꢫꣁ,nirnayo'
ꢡꢷꢬ꣄ꢮꣁ,teervo'
ꢆꢦꢬꢵꢰ꣄ꢜ꣄ꢬꢦꢡꢶ,uparaasht'rapati
ꢆꢦꢮꢶꢢꢶ,upavithi
ꢥꢶꢬ꣄ꢪꢭꢶꢒꢬꢠꣁ,nirmalikarano'
ꢱꢸꢣ꣄ꢤꢶ ꢦꢵꢭꢥꣁ,suddhi paalano'
ꢡꢵꢬꢸ ꢬꢾꢪ꣄,taaru re'm
ꢥꢵꢮꢸꢬꢾꢪ꣄,naavure'm
ꢥꢮ꣄ꢒꢵ ꢬꢿꢪ꣄,navkaa rem
ꢣꢸꢡꢥꢶꢮꢵꢱ꣄,dutanivaas
ꢣꢹꢡꣁ,dooto'
ꢦꢬꢶꢱꢸꢣ꣄ꢤꢶ,parisuddhi
ꢥꢶꢳ꣄꣄ꢗꢶꢥꢶ,nil'chini
ꢣꢾꢱꢩꢒ꣄ꢡꣁ,de'sabhakto'
ꢣꢿꢱꢩꢒ꣄ꢡꢶ,desabhakti
ꢬꢵꢰ꣄ꢜ꣄ꢬꢸ,raasht'ru
ꢣꢾꢱꢸ,de'su
ꢬꢵꢰ꣄ꢜ꣄ꢬꢚꢠ꣄ꢞꢵꢮ꣄,raasht'rajhand'aav
ꢬꢵꢰ꣄ꢜ꣄ꢬꢔꢵꢥꢪ꣄,raasht'ragaanam
ꢣꢾꢱꢸꢔꢷꢡ꣄,de'sugeet
ꢬꢵꢰ꣄ꢜ꣄ꢬꢩꢵꢰꣁ,raasht'rabhaasho'
ꢗꢸꢥꢵꢮ꣄,chunaav
ꢥꢶꢬ꣄ꢮꢵꢗꢥ꣄,nirvaachan
ꢦꢙꢾꢥ꣄ꢡꣁ,paje'nto'
ꢥꢶꢬ꣄ꢮꢵꢗꢥꢸ ꢩꢵꢔ꣄,nirvaachanu bhaag
ꢱꢖ꣄ꢒꢭꢥꢒꣁ,sankalanako'
ꢮ꣄ꢫꢵꢱꢶꢒꢬ꣄ꢡꣁ,vyaasikarto'
ꢱꢖ꣄ꢒꢭꢥꣁ,sankalano'
ꢮ꣄ꢫꢵꢱ꣄,vyaas
ꢬꣁꢒ꣄ꢒꢪ꣄,ro'kkam
ꢤꢥꢬꢵꢯꢶ,dhanaraashi
ꢣꢹꢬ ꣄ꢭꢶꢓ꣄ꢥꢶ,doora likhni
ꢒꢵꢬ꣄ꢫꣁ,kaaryo'
ꢒꢵꢪ꣄,kaam
ꢒꢵꢬ꣄ꢫꢮꢵꢥ꣄,kaaryavaan
ꢒꢵꢪ꣄ꢒꢾꢬ꣄ꢡꣁ,kaamke'rto'
ꢒꢵꢬ꣄ꢫꢱ꣄ꢢꣁ,kaaryastho'
ꢒꢵꢪꢸ ꢦꣁꢜ꣄ꢜꢾꢜ꣄,kaamu po't't'e't'
ꢒꢵꢬ꣄ꢫꢕꢥꣁ,kaaryaghano'
ꢆꢣ꣄ꢣꢾꢱ꣄,udde's
ꢱꢵꢪꢷꢦ꣄ꢫꢡꣁ,saameepyato'
ꢆꢥ꣄ꢥ ꢆꢦꢶꢬ꣄,unna upir
ꢱꢶꢖ꣄ꢔꣀꢡ꣄,singait
ꢱꢾꢖ꣄ꢔꢡꢶ,se'ngati
ꢱꢲꢮꢵꢱꢶ,sahavaasi
ꢱꢾꢖ꣄ꢔꢮꢶ,se'ngavi
ꢥꢔꢬꢱꢩꣁ,nagarasabho'
ꢔ꣄ꢬꢵꢪ ꢱꢖ꣄ꢕꣁ,graama sangho'
ꢥꢔꢬ ꢦꢵꢭꢶꢒꣁ,nagara paaliko'
ꢒ꣄ꢬꢶꢫꢵꢒ꣄ꢬꢪꣁ,kriyaakramo'
ꢪꢤ꣄ꢫ ꢱꢬ꣄ꢒꢵꢬ꣄,madhya sarkaar
ꢆꢭꢵꢱꢸꢮꢵꢜ꣄,ulaasuvaat'
ꢗꢭꢥ꣄ꢮꢵꢜ꣄,chalanvaat'
ꢥꢾꢰ꣄ꢜꢶ ꢥꢶꢮꢵꢬꢠꣁ,ne'sht'i nivaarano'
ꢥꢵꢔ꣄ꢬꢷꢔ꣄,naagreeg
ꢱꢪ꣄ꢱ꣄ꢒ꣄ꢬꢸꢡꢶ,samskruti
ꢣꢶꢥ꣄ꢥꢸ ꢱꣁꢪ꣄ꢨꢸꢳꣁ,dinnu so'mbul'o'
ꢔ꣄ꢬꢵꢪ꣄ꢫꢙꢵꢡ꣄,graamyajaat
ꢱ꣄ꢢꢭꢷꢫꢙꢵꢡ꣄,sthaleeyajaat
ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢚꢠ꣄ꢞꢮ꣄,raasht'ra jhand'av
ꢣꢾꢱꢸ ꢚꢠ꣄ꢞꢵꢮ꣄,de'su jhand'aav
ꢬꢵꢰ꣄ꢜ꣄ꢬꢔꢷꢜ꣄,raasht'rageet'
ꢣꢾꢱꢸꢔꢷꢜ꣄,de'sugeet'
ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢩꢒ꣄ꢡꢶ,raasht'ra bhakti
ꢣꢾꢱꢸꢩꢒ꣄ꢡꢶ,de'subhakti
ꢥꢵꢔꢬꢷꢒꢡꣁ,naagareekato'
ꢣꢾꢱꢶꢫꢡꣁ,de'siyato'
ꢭꣂꢒ꣄ ꢱꢩꣁ,lok sabho'
ꢣꢾꢱ꣄,de's
ꢒꢵꢬ꣄ꢫ ꢗꢵꢭꢥꣁ,kaarya chaalano'
ꢮꣀꢩꢮ꣄,vaibhav
ꢒꢵꢬ꣄ꢫꢒ꣄ꢬꢪꣁ,kaaryakramo'
ꢲꢥ꣄ꢥꢮꢸ,hannavu
ꢥꢶꢕꢶ,nighi
ꢥꢶꢡꢶ ꢮꢶꢩꢵꢔ,niti vibhaaga
ꢥꢶꢦꢥ꣄ꢣꢥꣁ,nipandano'
ꢥꢶꢬ꣄ꢮꢵꢲ꣄,nirvaah
ꢒ꣄ꢬꢪꣁ,kramo'
ꢥꢶꢬꢸꢦꢠꣁ,nirupano'
ꢦ꣄ꢬꢪꢵꢠ꣄,pramaan
ꢬꢹꢙꢸ,rooju
ꢢꢵꢪꢸ ꢒꢬꣁ,thaamu karo'
ꢱ꣄ꢢꢵꢦꢥꣁ,sthaapano'
ꢫꣂꢒ꣄ꢫꢡꣁ,yokyato'
ꢥꢷꢡꢶꢦꢡꢶ,neetipati
ꢥꢶꢫꢵꢫꢵꢤꢶꢦꢡꢶ,niyaayaadhipati
ꢥꢷꢡꢶꢱ꣄ꢢꢭ꣄,neetisthal
ꢆꢦꢫꣂꢔꢸ ꢮꢱ꣄ꢡꢸꢥ꣄,upayogu vastun
ꢥꢸꢔꢥ꣄ ꢮꢱ꣄ꢡꢸꢥ꣄,nugan vastun
ꢆꢦꢫꣂꢔ,upayoga
ꢥꢸꢔꢶꢥꢶ,nugini
ꢡꢸꢬ꣄ꢥꢶ,turni
ꢦ꣄ꢬꢾꢮ꣄ꢯ꣄,pre'vsh
ꢄꢬ꣄ꢒꢜ꣄,irkat'
ꢱꢖ꣄ꢔꢜ꣄,sangat'
ꢮꢔꣁ ꢦꢬꢶ ꢱꣂꢣꢥꣁ,vago' pari sodano'
ꢱꢲꢫꣁꢔ꣄,sahayo'g
ꢮꢜꣁ,vat'o'
ꢣꢸꢔꢵꢳꢸ ꢲꢥ꣄ꢥꢮ꣄,dugaal'u hannav
ꢣꢸꢔꢵꢳꢸ ꢩꢬ꣄ꢡꣁ,dugaal'u bharto'
ꢣꢸꢔꢵꢳ꣄꣄,dugaal'
ꢱꢿꢥꣁ,seno'
ꢦꢳꣁ,pal'o'
ꢨꢶꢭ꣄,bil
ꢬꢱꢷꢡꢸ,raseetu
ꢙꢵꢦꢶꢡꣁ,jaapito'
ꢙꢦ꣄ꢡꣁ,japto'
ꢱꢪ꣄ꢩꢮꢥꣁ,sambhavano'
ꢲꢥꢶ,hani
ꢚꢾꢞꢵ ꢂꢫ꣄ꢣꢸ,jhe'd'aa aydu
ꢱꢿꢥꢵ ꢣꢳꢮꢵꢞꢸꢥ꣄,senaa dal'avaad'un
ꢱꢿꢥꢵꢦꢡꢶ,senaapati
ꢣꢭꢒꢬ꣄ꢡꣁ,dalakarto'
ꢣꢿꢥꢵ ꢣꢳ꣄,denaa dal'
ꢦꢣꢵꢬ꣄ꢢꢸꢥ꣄,padaarthun
ꢩꣁꢠ꣄ꢠꢪꢸꢥ꣄,bho'nnamun
ꢒꢭꢵꢗꢵꢬ꣄,kalaachaar
ꢆꢣ꣄ꢫꣂꢔ꣄,udyog
ꢒꢵꢪ꣄ ꢲꢾꢞ꣄ꢠꢶ,kaam he'd'ni
ꢒꢪ ꣄ꢪꢬ꣄ꢗꢶꢥꢶ,kama marchini
ꢒꢵꢪꢸ ꢙꢿꢰ꣄ꢜꢦꢥ꣄,kaamu jesht'apan
