source,target
ꢦꢠꢖ꣄ꢗꢵꢫꢡ꣄ ꢬꢵꢙ꣄ꢙꢶ,ஊராட்சி
ꢦꢖ꣄ꢗꢵꢫꢡꢕꢿꢬ꣄,ஊராட்சி ஒன்றியம்
ꢨ꣄ꢬꢰ꣄ꢜꢵꢗꢵꢬ꣄,ஊழல்
ꢪꢭꢶꢥꢵꢗꢵꢬ꣄,ஊழல்
ꢱꢿꢮꣁ,ஊழியம்
ꢱꢿꢮꢒꣁ,ஊழியர்
ꢱꢿꢮꣁ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,ஊழியர்
ꢱꢖ꣄ꢓ꣄ꢫꢵꢦꣁꢭ꣄ꢒꣁ,எண்பலகை
ꢮꢶꢩꢒ꣄ꢰꢸ,எதிர்க்கட்சி
ꢡꣂꢒ꣄ꢱꢥꢶ,எதிர்பார்ப்பு
ꢦ꣄ꢬꢡꢷꢒ꣄ꢰꣁ,எதிர்பார்ப்பு
ꢦ꣄ꢬꢡꢶꢤ꣄ꢮꢥꢶ,எதிரொலி
ꢦ꣄ꢬꢡꢶꢗꢵꢫꢵ,எதிரொளி
ꢦ꣄ꢬꢡꢶ ꢨꢶꢪ꣄ꢨꢸ,எதிரொளி
ꢍꢒꢵꢤꢶꢦꢡꢶ,எதேச்சாதிகாரி
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬꢶ,எதேச்சாதிகாரி
ꢌꢭ꣄ꢔꢾ,எல்லை
ꢂꢣ꣄ꢣꢸ,எல்லை
ꢱꢷꢪꣁ,எல்லை
ꢱꢷꢪꢵ ꢡꢾꢔꢸꢬꢵꢭ꣄,எல்லைத்தகராறு
ꢂꢣ꣄ꢣꢸ ꢡꢾꢔꢸꢬꢵꢭ꣄,எல்லைத்தகராறு
ꢭꢶꢦꢶꢒꣁ,எழுத்தர்
ꢔꢸꢪꢱ꣄ꢡꣁ,எழுத்தர்
ꢗꢾꢣꢸꢮꢸ ꢛꢵꢥ꣄,எழுத்தறிவு
ꢭꢿꢓꢥꢱꢵꢪꢔ꣄ꢬꢶ,எழுதுபொருள்
ꢭꢿꢓꢮꢱ꣄ꢡꢸ,எழுதுபொருள்
ꢌꢙꢪꢵꢥ꣄,எஜமான்
ꢪꣁꢣ꣄ꢬꢳꢶ,எஜமான்
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬ꣄,ஏகாதிபத்தியம்
ꢍꢒꢵꢤꢶꢦꢡꢶ,ஏகாதிபதி / சர்வாதிகாரி
ꢱꢬ꣄ꢮꢵꢡꢶꢒꢵꢬꢶ,ஏகாதிபதி / சர்வாதிகாரி
ꢂꢥꢸꢒ꣄ꢬꢪꣁ,ஏற்பாடு
ꢱ꣄ꢮꢷꢒꢵꢬ꣄,ஏற்பு/ஒப்புதல்
ꢂꢖ꣄ꢔꢷꢒꢵꢬ꣄,ஏற்பு/ஒப்புதல்
ꢏꢦ꣄ꢦꢶꢭ꣄ꢥꢶ,ஏற்பு/ஒப்புதல்
ꢆꢖ꣄ꢗ ꢓꢵꢭ꣄,ஏற்ற இறக்கம்
ꢲꢶꢖ꣄ꢔꢵꢮ꣄,ஏற்றுமதி
ꢥꢶꢬ꣄ꢫꢵꢡ꣄,ஏற்றுமதி
ꢲꢶꢖ꣄ꢔꢵꢜ꣄,ஏற்றுமதி
ꢎꢒ꣄ꢫ ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,ஐக்கிய நாடுகள் சபை
ꢎꢒ꣄ꢫ ꢂꢔ꣄ꢬꢠꢶ,ஐக்கிய முன்னணி
ꢣꣁꢦ꣄ꢦꢵ ꢢꣁꢮ꣄ꢥꢶ,ஒத்திவைப்பு
ꢱꢲꢒꢵꢬ꣄,ஒத்துழைப்பு
ꢱꢲꢫꣂꢔ꣄,ஒத்துழைப்பு
ꢮꢶꢩꢵꢙꢥꣁ,ஒதுக்கீடு
ꢦꢬꢮꢱꣁ ꢒꢾꢬ꣄ꢥꢶ,ஒப்படைப்பு
ꢏꢦ꣄ꢦꢥ꣄ꢣ ꢱꢹꢗꢥꣁ,ஒப்பந்தப்புள்ளி
ꢏꢦ꣄ꢦꢥ꣄ꢣꢪ꣄,ஒப்பந்தம்
ꢲꢵꢡꢸ ꢂꢒ꣄ꢰꢬ꣄,ஒப்பு
ꢱ꣄ꢮꢷꢒꢬ꣄ꢥꢶ,ஒப்புகை
ꢦ꣄ꢬꢵꢦ꣄ꢡꢶ ꢱꢖ꣄ꢔꢶꢥꢶ,ஒப்புகை
ꢭꢿꢡꢥꢶ,ஒப்புவிப்பு
ꢎꢒ꣄ꢫ ꢩꢵꢮꢥꣁ,ஒருமைப்பாடு
ꢥꢶꢫꢪꣁ,ஒழுங்குமுறை
ꢤꣁꢥꢶꢥꢾꢬ꣄ꢦꢶꢥꢶ,ஒலிபரப்பு
ꢤꣁꢥꢶ ꢦ꣄ꢬꢱꢵꢬ꣄,ஒலிபரப்பு
ꢬꢹꢦꢸ ꢥꢾꢬ꣄ꢦꢶꢥꢶ,ஒளிபரப்பு
ꢬꢹꢦꢸ ꢦ꣄ꢬꢱꢵꢬ꣄,ஒளிபரப்பு
ꢭꢸꢔ꣄ꢙꢵꢥꢶ,ஒற்றன்
ꢔꢸꢦ꣄ꢡꢗꢵꢬꢶ,ஒற்றன்
ꢔꢸꢦ꣄ꢡꣁ,ஒற்றன்
ꢔꢸꢞꢵꢗꢵꢬꢶ,ஒற்றன்
ꢒꢸꢣ꣄ꢮꣁ,ஒற்றி
ꢗꢖ꣄ꢔꢪ꣄,ஒன்றியம்
ꢮꢵꢒ꣄,ஓட்டு
ꢪꢡꢣꢵꢥ꣄,ஓட்டு
ꢮꢵꢔ꣄ꢣꢵꢥ꣄,ஓட்டு
ꢮꢵꢒ꣄ ꢨꢵꢡ꣄ꢫꣁ,ஓட்டுரிமை
ꢮꢶꢱ꣄ꢬꢵꢥ꣄ꢡꢶ,ஓய்வூ பெறுதல்
ꢮꢶꢬꢡꢶ,ஓய்வூ பெறுதல்
ꢒꢒ꣄ꢰꢶ,கட்சி
ꢱꢸꢭ꣄ꢒꢪ꣄,கட்டணம்
ꢣꢬꣁ,கட்டணம்
ꢪꣂꢭ꣄,கட்டணம்
ꢒꢾꢜ꣄ꢜꣁ,கட்டு
ꢥꢶꢫꢪꣁ,கட்டுப்பாடு
ꢙꢭ ꢱꢿꢥꣁ,கடற்படை
ꢬꢷꢠ꣄,கடன்
ꢬꢷꢠꢸꢩꢵꢬ꣄,கடன் பொறுப்பு
ꢱꢾꢮ꣄ꢒꢥ꣄,கடைநிலை ஊழியர்
ꢔꢮꢸꢛ꣄ꢙꢶ ꢔꢮꢸꢛ꣄ꢙꢸꢥꢵꢬ꣄,கண்காணிப்பு
ꢥꢶꢬꢷꢰꢠꣁ,கண்காணிப்பு
ꢭꢴꢾꢒꢒꣀꢡ꣄,கணக்கர்
ꢭꢴꢾꢒ꣄ꢒꣁ ꢲꢾꢞ꣄ꢠꢶ,கணக்கெடுப்பு
ꢔꢠꢥꣁ,கணக்கெடுப்பு
ꢔꢠꢶꢠꢶ,கணினி
ꢲꢷꢱꢸꢥꢿꢭ꣄,கணினி
ꢭꢴꢾꢒ꣄ꢒꢥꢶ,கணினி
ꢨꢥ꣄ꢤꢸ,கதவடைப்பு
ꢂꢩꢶꢦ꣄ꢬꢵꢫ,கருத்து
ꢇꢲꣁ,கருதுகோள்
ꢇꢲꢥꣁ,கருதுகோள்
ꢭꢴꢾꢒ꣄ꢒꢵꢮ꣄,கணிப்பான்
ꢦꣁꢒ꣄ꢒꢶꢰꢪ꣄,கருவூலம்
ꢮꢶꢡ꣄ꢡꢒꣂꢰ꣄,கருவூலம்
ꢮꢶꢣ꣄ꢫꢵ ꢪꢥ꣄ꢡ꣄ꢬꢶ,கல்வி அமைச்சர்
ꢮꢶꢣ꣄ꢫꢵ ꢮꢶꢩꢵꢔ꣄,கல்வித்துறை
ꢪꢶꢱ꣄ꢬꢠꣁ,கலப்படம்
ꢪꢶꢱ꣄ꢡ ꢙꢵꢡ꣄,கலப்பினம்
ꢆꢣꢵꢱꢷꢥ꣄,கவனக் குறைவு
ꢆꢦꢾꢒ꣄ꢰꣁ,கவனக் குறைவு
ꢱꢩꣁ,கழகம்
ꢱꢪ꣄ꢱ꣄ꢢꢵꢥ꣄,கழகம்
ꢩꢶꢞ꣄ꢠꢶ,கழிவு
ꢤꢵꢡꢸ,கனிமம்
ꢓꢙꢵꢥꣁ,கஜானா
ꢲꢥ꣄ꢥꢮꢸ ꢦꢡꢡ꣄ꢬ꣄,காசோலை
ꢬꢰꢠꢒꢬ꣄ꢥꢶ,காப்பிடுதல்
ꢬꢰꢠ ꢩꢬ꣄ꢡꢶ,காப்பீடு
ꢪꢸꢱꢶꢥꢶ,காலாவதி
ꢦꣁꢭꢶꢱ꣄ꢥꢶꢬꢷꢒ꣄ꢱꢒꣁ,காவல் ஆய்வாளர்
ꢢꢵꢠꢵ ꢥꢶꢬꢶꢒ꣄ꢰꢒꣁ,காவல் ஆய்வாளர்
ꢬꢴꢒ꣄ꢒꣀꢡ꣄,காவல்காரன்
ꢬꢴꢒ꣄ꢒꢸꢮꢵꢥ꣄,காவல்காரன்
ꢢꢵꢠꢵꢮꢶꢩꢵꢒ꣄,காவல் துறை
ꢢꢠꢫ꣄ꢡꢸ,காவலர்
ꢒꢶꢞ꣄ꢞꢖ꣄ꢒꢶ,கிடங்கு
ꢥꢴꢥꢦꣁꢬ꣄ꢱꢾ,குக்கிராமம்
ꢥꢴꢥ꣄ꢔꢵꢪ꣄,குக்கிராமம்
ꢥꢴꢥ꣄ ꢦꣁꢜ꣄ꢒ꣄ꢫꢵꢜ꣄,குக்கிராமம்
ꢔꢠ ꢡꢥ꣄ꢡ꣄ꢬꢸ,குடியரசு
ꢔꢠ ꢬꢵꢙ꣄ꢫꢸ,குடியரசு
ꢦ꣄ꢬꢙꢵ ꢦ꣄ꢬꢩꢸꢡ꣄ꢮꣁ,குடியரசு
ꢙꢥꢵꢡꢶꢦꢡꢶ,குடியரசுத் தலைவர்
ꢦ꣄ꢬꢙꢵ ꢨꢵꢡ꣄ꢫꢸ,குடியுரிமை
ꢥꢵꢔꢬꢶꢒꢡꣁ,குடியுரிமை
ꢒꢸꢜꢸꢪ꣄ꢨ ꢥꢶꢬꣂꢡ꣄,குடும்பக் கட்டுப்பாடு
ꢒꢸꢜꢸꢪ꣄ꢨ ꢒ꣄ꢰꢿꢪ ꢮꢶꢩꢵꢔ꣄,குடும்ப நலத்துறை
ꢏꢡ꣄ꢡꢶ,குத்தகை
ꢔꢸꢪ꣄ꢱ꣄ꢡꣁ,குமாஸ்தா
ꢔꢸꢪ꣄ꢦꢸ,குழு
ꢂꢦꢬꢵꢤ꣄,குற்றச்சாட்டு
ꢘꢸꢒ꣄ꢕꢭ꣄ꢥꢶ,குற்றச்சாட்டு
ꢂꢦꢬꢵꢤ꣄,குற்றம்
ꢗꢶꢥ꣄ꢲꢸꢥ꣄,குறிகள்
ꢔꢸꢬ꣄ꢡꢸꢥ꣄,குறிகள்
ꢱꢶꢥ꣄ꢡꢸꢱꢖ꣄ꢓ꣄ꢫꣁ,குறியீட்டெண்
ꢱꢶꢥ꣄ꢲꢸ,குறியீடு
ꢔꢸꢬ꣄ꢡꢸ,குறியீடு
ꢆꢥ꣄ꢥ ꢦꣁꢞꢾꢫꣁ,குறைந்தபட்சம்
ꢆꢥ꣄ꢥ ꢦꢒ꣄ꢯꢸ,குறைந்தபட்சம்
ꢦꢒ꣄ꢯ ꢎꢒ꣄ꢫꢡꣁ,கூட்டணி
ꢪꢹꢔꣁ,கூட்டம்
ꢔꢸꢪ꣄ꢦꢸꢪꢶꢳ꣄ꢥꢶ,கூட்டம்
ꢪꢶꢳ꣄꣄ꢠꢶ,கூட்டம்
ꢪꢔꢶꢥꢶ,கேட்பு
ꢓꢿꢭꢸ ꢒ꣄ꢬꢶꢫꣁ,கேளிக்கை
ꢪꢥꣂꢬꢛ꣄ꢙꢥ꣄,கேளிக்கை
ꢲꢵꢡꢸ ꣄ꢪꢔꣁ,கைத்தறி
ꢩꢥ꣄ꢣꢶ,கைதி
ꢡꢸꢰ꣄ ꢦ꣄ꢬꢫꣂꢔ꣄,கையாடல்
ꢬꢷꢠꢸꢨꢥ꣄ꢣꢶ,கொத்தடிமை
ꢤꣁꢙ꣄,கொடி
ꢤꣁꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,கொடிமரம்
ꢭꢒ꣄ꢰ꣄ꢫꢸ,கொள்கை
ꢤ꣄ꢫꢿꢫꢸ,கொள்கை
ꢮꢶꢩꢵꢔ꣄,கோட்டம்
ꢣꢸꢬꢸꢔ꣄,கோட்டை
ꢥꢶꢫꢪꣁ,கோட்பாடு
ꢱꢶꢣ꣄ꢣꢵꢥ꣄ꢡꢸ,கோட்பாடு
ꢒꣂꢠ꣄,கோணம்
ꢒꣁꢥꣁ,கோணம்
ꢣ꣄ꢬꢸꢰ꣄ꢜꢶꢒꣂꢠ꣄,கோணம்
ꢦꣁꢪꢜ꣄,கோப்பு
ꢪꢒꢶꢥꢶ,கோரிக்கை
ꢒꣁꢬꢶ,கோரிக்கை
ꢮꢬ꣄ꢔꢸ,கோஷ்டி
ꢔꣂꢰ꣄ꢜꢶ,கோஷ்டி
ꢗꢒ꣄ꢬꢮꢬ꣄ꢡ꣄ꢡꢶ,சக்கரவர்த்தி
ꢩꣀ-ꢩꢾꢫ꣄ꢥꢥꢸꢦꢥ꣄,சகோதரத்துவம்
ꢱꢖ꣄ꢔꢪ꣄,சங்கம்
ꢱꢖ꣄ꢕꣁ,சங்கம்
ꢱꢜ꣄ꢜꢱꢩꣁ,சட்டசபை
ꢮꢶꢤꢵꢥ꣄ ꢱꣃꢤꣁ,சட்டசபை
ꢮꢶꢤꢵꢥꢸ ꢱꣃꢤꣁ,சட்டசபை
ꢮꢶꢤꢵꢥ꣄ ꢱꢩꣁ,சட்டசபை
ꢱꢵꢱꢥꢪꢬ꣄ꢗꢶꢥꢶ,சட்டத்திருத்தம்
ꢱꢵꢱꢥ ꢡꢶꢣ꣄ꢡꢸꢮꢳꢶꢶ,சட்டத்திருத்தம்
ꢱꢵꢱꢥ ꢱꢹꢤꢵꢬ꣄,சட்டத்திருத்தம்
ꢱꢵꢱꢥꣁ,சட்டம்
ꢮꢶꢤꢵꢥ꣄,சட்டம்
ꢱꢜ꣄ꢜꢱ꣄ꢩꣁ,சட்டமன்றம்
ꢱꢡ꣄ꢫꢵꢔ꣄ꢬꢲꣁ,சத்தியாக்கிரகம்
ꢱꢾꢡ꣄ꢡꢬ꣄,சத்திரம்
ꢱꢡꢶ,சதி
ꢱꢩꢵꢥꢵꢫꢒꣁ,சபாநாயகர்
ꢱꣁꢪ꣄ꢦꢸꢳꢵ ꢗꢾꢜ꣄ꢥꢶ,சம்பள உயர்வு
ꢱꣁꢪ꣄ꢨꢸꢳꣁ,சம்பளம்
ꢦꢔꢵꢬ꣄,சம்பளம்
ꢱꢪꢵꢥꢸꢦꢥ꣄,சமத்துவம்
ꢱꢵꢪꢵꢣꢵꢥ꣄,சமாதானம்
ꢱꢪꢸꢣꢵꢫ꣄,சமுதாயம் / சமூகம்
ꢱꢪꢹꢲꢸ,சமுதாயம் / சமூகம்
ꢱꢬ꣄ꢮꢵꢤꢶꢒꢵꢬ꣄,சர்வாதிகாரம்
ꢱꢬ꣄ꢮꢵꢤꢶꢒꢵꢬꢶ,சர்வாதிகாரி
ꢬꢪꢵꢬꢪꢶ,சராசரி
ꢱꢾꢭ꣄ꢒꢾ,சலுகை
ꢱꢲꢵꢮꢸ,சலுகை
ꢱꢵꢤꢥꣁ,சாதனை
ꢆꢦꢭꢨ꣄ꢤꢶ,சாதனை
ꢭꢨꢶꢛ꣄ꢗꢶꢥꢶ,சாதனை
ꢱꢪ꣄ꢱ꣄ꢫꣁ,சிக்கல்
ꢦ꣄ꢬꢱ꣄ꢥꣁ,சிக்கல்
ꢆꢥ꣄ꢥꢮꢿꢱ꣄,சிக்கனம்
ꢱꣁꢜ꣄ꢜꢸ,சிக்கனம்
ꢮꢶꢒꢵꢬ꣄,சிதைவு
ꢥꢱꢶꢥꢪ꣄,சிதைவு
ꢱꢶꢡꢶꢭ꣄,சிதைவு
ꢱꢸꢨꢬ꣄ꢗꢶ,சிபாரிசு
ꢱꢶꢪ꣄ꢲꢵꢱꢥꣁ,சிம்மாசனம்
ꢱꢶꢪ꣄ꢲꢹ ꢃꢱꢥꣁ,சிம்மாசனம்
ꢂꢭ꣄ꢦ ꢱꢖ꣄ꢓꢫꣁ,சிறுபான்மை
ꢥꢴꢥ꣄ꢥ ꢣꢵꢮꣁ,சிறுவழக்கு
ꢒꢵꢬꢵꢔ꣄ꢬꢆ,சிறை
ꢙꢾꢫꢶꢭ꣄,சிறை
ꢪꢸꢣ꣄ꢬꣁ,சின்னம்
ꢗꢶꢥ꣄ꢲꢸ,சின்னம்
ꢮꢵꢒ꣄ꢒꢸꢗꢷꢜ꣄,வாக்குசீட்டு
ꢱꢸꢒꢬ꣄ꢠꢶ,சீர்திருத்தம்
ꢱꢸꢤꢵꢬ꣄,சீர்திருத்தம்
ꢱꢪꢬꢹꢦ ꢮꢱ꣄ꢡꢬ꣄,சீருடை
ꢱꢸꢭ꣄ꢒꢪ꣄,சுங்கவரி
ꢱꢸꢭ꣄ꢒꣁ,சுங்கவரி
ꢱꢸꢡꢥ꣄ꢣꢬꢸ,சுதந்திரம்
ꢣꢸꢰ꣄ꢦ꣄ꢬꢫꣁꢒ꣄,சுரண்டல்
ꢱꢖ꣄ꢒ꣄ꢯꢾꢦꢸ,சுருக்கம்
ꢩꢷꢡꢸꢬ꣄ ꢣꢾꢮ꣄ꢱꢶꢥꢶ,சுவரொட்டி
ꢗꢸꢜ꣄ꢜꢸꢬ꣄ ꢒꢳꢞ꣄ꢠꢶ,சுற்றிக்கை
ꢦꢬꢶꢦꢡ꣄ꢡꢬ꣄,சுற்றிக்கை
ꢪꢬꢵꢪꢡ꣄ꢡꢸ,செப்பனிடுதல்
ꢱꢸꢤꢬꢠꣁ,செப்பனிடுதல்
ꢗꢪ꣄ꢱ꣄ꢒꢬꢠꣁ,செப்பனிடுதல்
ꢱꢹꢗꢥ ꢮꢶꢩꢵꢔ꣄,செய்தித்துறை
ꢱꢪꢵꢗ꣄ꢗꢵꢬꢸ ꢮꢶꢩꢵꢔ꣄,செய்தித்துறை
ꢱꢗꢶꢮꢵꢭꢫꣁ,செயலகம்
ꢒꢵꢬ꣄ꢫꢣꢬ꣄ꢱꢶ,செயலர்
ꢨ꣄ꢬꢩꢵꢮ꣄,செல்வாக்கு
ꢮꢿꢱꢸꢥ꣄,செலவினம்
ꢮꢿꢱ,செலவு
ꢣꢾꢜ꣄ꢜꢸ,செறிவு
ꢒ꣄ꢯꢡꢶ,சேதம்
ꢱꢿꢡꢵꢬꢪ꣄,சேதாரம்
ꢆꢬꢵꢮ,சேமிப்பு
ꢱꢿꢥꢵꢤꢶꢦꢡꢶ,சேனாதிபதி
ꢱꢫ꣄ꢒꢥꣁ,சைகை
ꢱꢪꢶꢙ꣄ꢛꢸ,சைகை
ꢱꣁꢡ꣄ꢡꢸ,சொத்து
ꢮꢶꢮꢵꢡ꣄,தகராறு
ꢡꢾꢔꢸꢬꢵꢭ꣄,தகராறு
ꢫꣂꢔ꣄ꢫꢡꣁ,தகுதி
ꢭꢵꢔꢶꢡꣁ,தகுதி
ꢜꢖ꣄ꢒꢠꢒꢬ꣄ꢡꣁ,தட்டெழுத்தர்
ꢪꢵꢬ꣄ꢔꢸ,தடம்
ꢃꢞ꣄ꢞꢪꢸꢥ꣄,தடைகள்
ꢂꢞ꣄ꢞꢶꢥ꣄,தடைகள்
ꢨꢵꢤꢵꢥ꣄,தடைகள்
ꢣꢠ꣄ꢞꢠꣁ,தண்டம்
ꢣꢠ꣄ꢞꢠꣁ,தண்டனை
ꢱꢾꢬ꣄ꢒꢬꢥꢶ,தணிக்கை
ꢭꢾꢓ꣄ꢒꣁ,தணிக்கை
ꢭꢴꢾꢒ꣄ꢒꢵ ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ,தணிக்கை
ꢭꢴꢾꢒ꣄ꢒꢵ ꢱꣂꢤꢥꣁ,தணிக்கை
ꢡꢾꢬꢒꢸ ꢲꢥ꣄ꢥꢮ꣄,தரகு
ꢦꢒꢰꢮꢵꢥꢸꢥ꣄,தரப்பினர்
ꢱ꣄ꢬꢿꢠꢶ,தரம்
ꢆꢥ꣄ꢥꢡꢶ,தரம்
ꢮꢶꢬ꣄ꢡꢵ ꢩꢸꢛꢶ,தரிசு நிலம்
ꢥꢶꢱ꣄ꢡ ꢩꢸꢄ~,தரிசு நிலம்
ꢣꢳꢦꢳꣁ,தரைப்படை
ꢣꢳ ꢱꢾꢥꣁ,தரைப்படை
ꢦꢣ ꢱꢿꢥꣁ,தரைப்படை
ꢬꢵꢙꢤꢵꢥꢶ,தலைநகரம்
ꢂꢔ꣄ꢬꢵꢱꢥꢸꢦꢥ꣄,தலைமை
ꢂꢔ꣄ꢬꢵꢱꢥꣁ,தலைமை
ꢂꢔ꣄ꢬꢵꢱꢥꢵꢤꢶꢦꢡꢶ,தலைவர்
ꢬꢶꢨꢾꢜ꣄,தள்ளுபடி
ꢣꣁꢦ꣄ꢨꢶꢣꢾꢥꢶ,தள்ளுபடி
ꢆꢥ꣄ꢥ ꢒꢾꢬ꣄ꢥꢶ,தள்ளுபடி
ꢆꢦꢒꢬꢠꣁ,தளவாடம்
ꢱ꣄ꢮꢫ ꢂꢟꢶꢒꢵꢬ꣄,தன்னாட்சி
ꢱ꣄ꢮꢗꢭ꣄ꢥꢶ,தன்னியக்கம்
ꢏꢠ꣄ꢜꢶꢫꢵꢳ꣄,தனிநபர்
ꢏꢠ꣄ꢜꢮ꣄ꢫꢒ꣄ꢡꢶ,தனிநபர்
ꢪꢵꢬ꣄,தாக்குதல்
ꢪꢵꢡ꣄ꢬꢸ ꢩꢵꢰꣁ,தாய்மொழி
ꢫꣂꢙꢥꢵ ꢃꢫꣂꢔ꣄,திட்டக்குழு
ꢫꣂꢙꢥꣁ,திட்டம்
ꢡꢶꢠ꣄ꢗꢶꢥꢶ,திணிப்பு
ꢂꢤꢶꢬꣂꢦꢠꣁ,திணிப்பு
ꢣꢶꢮꢵꢭ꣄,திவால்
ꢤꢶꢮꢵꢥ꣄,திவான்
ꢆꢔ꣄ꢬꢮꢵꢡꢶ,தீவிரவாதி
ꢡꢶꢬ꣄ꢪꢵꢥ꣄,தீர்மானம்
ꢥꢶꢬ꣄ꢠꢫꣁ,தீர்மானம்
ꢡꢷꢬ꣄ꢮꣁ,தீர்வை
ꢆꢦꢬꢵꢰ꣄ꢜ꣄ꢬꢦꢡꢶ,துணைராஷ்ட்ரபதி
ꢆꢦꢮꢶꢢꢶ,துணைவிதி
ꢥꢶꢬ꣄ꢪꢭꢶꢒꢬꢠꣁ,துப்புரவு
ꢱꢸꢣ꣄ꢤꢶ ꢦꢵꢭꢥꣁ,துப்புரவு
ꢡꢵꢬꢸ ꢬꢾꢪ꣄,துறைமுகம்
ꢥꢵꢮꢸꢬꢾꢪ꣄,துறைமுகம்
ꢥꢮ꣄ꢒꢵ ꢬꢿꢪ꣄,துறைமுகம்
ꢣꢸꢡꢥꢶꢮꢵꢱ꣄,தூதரகம்
ꢣꢹꢡꣁ,தூதுவன்
ꢦꢬꢶꢱꢸꢣ꣄ꢤꢶ,தூய்மை
ꢥꢶꢳ꣄꣄ꢗꢶꢥꢶ,தேக்கம்
ꢣꢾꢱꢩꢒ꣄ꢡꣁ,தேசபக்தர்
ꢣꢿꢱꢩꢒ꣄ꢡꢶ,தேசபக்தி
ꢬꢵꢰ꣄ꢜ꣄ꢬꢸ,தேசம்
ꢣꢾꢱꢸ,தேசம்
ꢬꢵꢰ꣄ꢜ꣄ꢬꢚꢠ꣄ꢞꢵꢮ꣄,தேசியக்கொடி
ꢬꢵꢰ꣄ꢜ꣄ꢬꢔꢵꢥꢪ꣄,தேசியகீதம்
ꢣꢾꢱꢸꢔꢷꢡ꣄,தேசியகீதம்
ꢬꢵꢰ꣄ꢜ꣄ꢬꢩꢵꢰꣁ,தேசியமொழி
ꢗꢸꢥꢵꢮ꣄,தேர்தல்
ꢥꢶꢬ꣄ꢮꢵꢗꢥ꣄,தேர்தல்
ꢦꢙꢾꢥ꣄ꢡꣁ,தேவை
ꢥꢶꢬ꣄ꢮꢵꢗꢥꢸ ꢩꢵꢔ꣄,தொகுதி
ꢱꢖ꣄ꢒꢭꢥꢒꣁ,தொகுப்பாளர்
ꢮ꣄ꢫꢵꢱꢶꢒꢬ꣄ꢡꣁ,தொகுப்பாளர்
ꢱꢖ꣄ꢒꢭꢥꣁ,தொகுப்பு
ꢮ꣄ꢫꢵꢱ꣄,தொகுப்பு
ꢬꣁꢒ꣄ꢒꢪ꣄,தொகை
ꢤꢥꢬꢵꢯꢶ,தொகை
ꢱꢾꢮ꣄ꢒꢥ꣄,தொண்டர்
ꢣꢹꢬ ꣄ꢭꢶꢓ꣄ꢥꢶ,தொலைவரி
ꢒꢵꢬ꣄ꢫꣁ,தொழில்
ꢒꢵꢪ꣄,தொழில்
ꢒꢵꢬ꣄ꢫꢮꢵꢥ꣄,தொழிலாளி
ꢒꢵꢪ꣄ꢒꢾꢬ꣄ꢡꣁ,தொழிலாளி
ꢒꢵꢬ꣄ꢫꢱ꣄ꢢꣁ,தொழிலாளி
ꢒꢵꢪꢸ ꢦꣁꢜ꣄ꢜꢾꢜ꣄,தொழிற்பேட்டை
ꢒꢵꢬ꣄ꢫꢕꢥꣁ,தொழிற்பேட்டை
ꢆꢣ꣄ꢣꢾꢱ꣄,தோராயம்
ꢱꢵꢪꢷꢦ꣄ꢫꢡꣁ,தோராயம்
ꢆꢥ꣄ꢥ ꢆꢦꢶꢬ꣄,தோராயம்
ꢱꢶꢖ꣄ꢔꣀꢡ꣄,தோழர்
ꢱꢾꢖ꣄ꢔꢡꢶ,தோழர்
ꢱꢲꢮꢵꢱꢶ,தோழர்
ꢱꢾꢖ꣄ꢔꢮꢶ,தோழர்
ꢥꢔꢬꢱꢩꣁ,நகரசபை
ꢔ꣄ꢬꢵꢪ ꢱꢖ꣄ꢕꣁ,நகரசபை
ꢥꢔꢬ ꢦꢵꢭꢶꢒꣁ,நகரசபை
ꢗꢵꢭ꣄ꢗꢭꢥ꣄,நடமாட்டம்
ꢒ꣄ꢬꢶꢫꢵꢒ꣄ꢬꢪꣁ,நடவடிக்கை
ꢪꢤ꣄ꢫ ꢱꢬ꣄ꢒꢵꢬ꣄,நடுவணரசு
ꢆꢭꢵꢱꢸꢮꢵꢜ꣄,நடைபாதை
ꢗꢭꢥ꣄ꢮꢵꢜ꣄,நடைபாதை
ꢥꢾꢰ꣄ꢜꢶ ꢥꢶꢮꢵꢬꢠꣁ,நஷ்ட ஈடு
ꢥꢵꢔ꣄ꢬꢷꢔ꣄,நாகரீகம்
ꢱꢪ꣄ꢱ꣄ꢒ꣄ꢬꢸꢡꢶ,நாகரீகம்
ꢣꢶꢥ꣄ꢥꢸ ꢱꣁꢪ꣄ꢨꢸꢳꣁ,நாட்கூலி
ꢔ꣄ꢬꢵꢪ꣄ꢫꢙꢵꢡ꣄,நாட்டினம்
ꢱ꣄ꢢꢭꢷꢫꢙꢵꢡ꣄,நாட்டினம்
ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢚꢠ꣄ꢞꢮ꣄,நாட்டுக்கொடி
